States,Regions,latitude,longitude,Dates,temperature,humidity,Usage
Punjab,NR,31.51997398,75.98000281,02-01-2019,12.1,79,119.9
Haryana,NR,28.45000633,77.01999101,02-01-2019,13.9,72,130.3
Rajasthan,NR,26.44999921,74.63998124,02-01-2019,16.7,40,234.1
Delhi,NR,28.6699929,77.23000403,02-01-2019,13.7,72,85.8
UP,NR,27.59998069,78.05000565,02-01-2019,13.9,72,313.9
Uttarakhand,NR,30.32040895,78.05000565,02-01-2019,11.7,65,40.7
HP,NR,31.10002545,77.16659704,02-01-2019,2.2,71,30
J&K,NR,33.45,76.24,02-01-2019,-20.6,78,52.5
Chandigarh,NR,30.71999697,76.78000565,02-01-2019,12.9,71,5
Chhattisgarh,WR,22.09042035,82.15998734,02-01-2019,16.6,66,78.7
Gujarat,WR,22.2587,71.1924,02-01-2019,20.4,29,319.5
MP,WR,21.30039105,76.13001949,02-01-2019,21.3,35,253
Maharashtra,WR,19.25023195,73.16017493,02-01-2019,23.9,41,428.6
Goa,WR,15.491997,73.81800065,02-01-2019,23.9,48,12.8
DNH,WR,20.26657819,73.0166178,02-01-2019,22,43,18.6
Andhra Pradesh,SR,14.7504291,78.57002559,02-01-2019,23.1,56,164.6
Telangana,SR,18.1124,79.0193,02-01-2019,19.9,45,204.2
Karnataka,SR,12.57038129,76.91999711,02-01-2019,20.6,50,206.3
Kerala,SR,8.900372741,76.56999263,02-01-2019,26.5,49,72.7
Tamil Nadu,SR,12.92038576,79.15004187,02-01-2019,20.2,68,268.3
Pondy,SR,11.93499371,79.83000037,02-01-2019,23.7,69,6.3
Bihar,ER,25.78541445,87.4799727,02-01-2019,14.3,73,82.3
Jharkhand,ER,23.80039349,86.41998572,02-01-2019,15.3,64,24.8
Odisha,ER,19.82042971,85.90001746,02-01-2019,18.8,67,70.2
West Bengal,ER,22.58039044,88.32994665,02-01-2019,17,72,108.2
Sikkim,ER,27.3333303,88.6166475,02-01-2019,6.4,49,2
Arunachal Pradesh,NER,27.10039878,93.61660071,02-01-2019,13.8,65,2.1
Assam,NER,26.7499809,94.21666744,02-01-2019,15.1,84,21.7
Manipur,NER,24.79997072,93.95001705,02-01-2019,11.9,70,2.7
Meghalaya,NER,25.57049217,91.8800142,02-01-2019,10.6,56,6.1
Mizoram,NER,23.71039899,92.72001461,02-01-2019,10.7,73,1.9
Nagaland,NER,25.6669979,94.11657019,02-01-2019,9.1,72,2.2
Tripura,NER,23.83540428,91.27999914,02-01-2019,17.5,69,3.4
Punjab,NR,31.51997398,75.98000281,03-01-2019,10.6,71,121.9
Haryana,NR,28.45000633,77.01999101,03-01-2019,12.3,76,133.5
Rajasthan,NR,26.44999921,74.63998124,03-01-2019,16.1,44,240.2
Delhi,NR,28.6699929,77.23000403,03-01-2019,13.2,73,85.5
UP,NR,27.59998069,78.05000565,03-01-2019,13.4,75,311.8
Uttarakhand,NR,30.32040895,78.05000565,03-01-2019,11.9,56,39.3
HP,NR,31.10002545,77.16659704,03-01-2019,1.9,65,30.1
J&K,NR,33.45,76.24,03-01-2019,-29.1,70,54.1
Chandigarh,NR,30.71999697,76.78000565,03-01-2019,12.5,60,4.9
Chhattisgarh,WR,22.09042035,82.15998734,03-01-2019,17.2,64,78.8
Gujarat,WR,22.2587,71.1924,03-01-2019,20.8,33,316.7
MP,WR,21.30039105,76.13001949,03-01-2019,21.1,40,253.6
Maharashtra,WR,19.25023195,73.16017493,03-01-2019,23.4,46,419.6
Goa,WR,15.491997,73.81800065,03-01-2019,24.6,47,13.7
DNH,WR,20.26657819,73.0166178,03-01-2019,22.3,40,18.2
Andhra Pradesh,SR,14.7504291,78.57002559,03-01-2019,24,57,170.1
Telangana,SR,18.1124,79.0193,03-01-2019,21,54,204.5
Karnataka,SR,12.57038129,76.91999711,03-01-2019,21.4,49,212.2
Kerala,SR,8.900372741,76.56999263,03-01-2019,27.5,48,73.6
Tamil Nadu,SR,12.92038576,79.15004187,03-01-2019,21.1,69,285.2
Pondy,SR,11.93499371,79.83000037,03-01-2019,23.8,73,6.5
Bihar,ER,25.78541445,87.4799727,03-01-2019,14.3,73,82
Jharkhand,ER,23.80039349,86.41998572,03-01-2019,15.1,65,25.6
Odisha,ER,19.82042971,85.90001746,03-01-2019,20.3,71,67.9
West Bengal,ER,22.58039044,88.32994665,03-01-2019,17.2,70,110.2
Sikkim,ER,27.3333303,88.6166475,03-01-2019,5,66,1.9
Arunachal Pradesh,NER,27.10039878,93.61660071,03-01-2019,14.1,66,2.2
Assam,NER,26.7499809,94.21666744,03-01-2019,15.5,82,23.4
Manipur,NER,24.79997072,93.95001705,03-01-2019,12.4,73,2.4
Meghalaya,NER,25.57049217,91.8800142,03-01-2019,9.2,69,6.5
Mizoram,NER,23.71039899,92.72001461,03-01-2019,10.2,72,1.8
Nagaland,NER,25.6669979,94.11657019,03-01-2019,8.5,76,2.2
Tripura,NER,23.83540428,91.27999914,03-01-2019,17.1,72,3.6
Punjab,NR,31.51997398,75.98000281,04-01-2019,9.7,73,118.8
Haryana,NR,28.45000633,77.01999101,04-01-2019,11.8,74,128.2
Rajasthan,NR,26.44999921,74.63998124,04-01-2019,15.7,50,239.8
Delhi,NR,28.6699929,77.23000403,04-01-2019,12.7,72,83.5
UP,NR,27.59998069,78.05000565,04-01-2019,13,72,320.7
Uttarakhand,NR,30.32040895,78.05000565,04-01-2019,13.5,51,38.1
HP,NR,31.10002545,77.16659704,04-01-2019,3.4,52,30.1
J&K,NR,33.45,76.24,04-01-2019,-21.6,59,53.2
Chandigarh,NR,30.71999697,76.78000565,04-01-2019,13,55,4.8
Chhattisgarh,WR,22.09042035,82.15998734,04-01-2019,16.9,58,74.8
Gujarat,WR,22.2587,71.1924,04-01-2019,20.7,33,301.9
MP,WR,21.30039105,76.13001949,04-01-2019,21.4,40,239.3
Maharashtra,WR,19.25023195,73.16017493,04-01-2019,23.9,46,395.8
Goa,WR,15.491997,73.81800065,04-01-2019,24.1,55,12.6
DNH,WR,20.26657819,73.0166178,04-01-2019,22,48,16.7
Andhra Pradesh,SR,14.7504291,78.57002559,04-01-2019,24,59,165.2
Telangana,SR,18.1124,79.0193,04-01-2019,21.1,55,201.2
Karnataka,SR,12.57038129,76.91999711,04-01-2019,21.8,49,205.3
Kerala,SR,8.900372741,76.56999263,04-01-2019,27.3,47,73.4
Tamil Nadu,SR,12.92038576,79.15004187,04-01-2019,20.7,70,270.3
Pondy,SR,11.93499371,79.83000037,04-01-2019,23.8,74,6.4
Bihar,ER,25.78541445,87.4799727,04-01-2019,14.6,74,82.9
Jharkhand,ER,23.80039349,86.41998572,04-01-2019,15.2,66,26.3
Odisha,ER,19.82042971,85.90001746,04-01-2019,19.6,75,66.3
West Bengal,ER,22.58039044,88.32994665,04-01-2019,16.8,68,106.8
Sikkim,ER,27.3333303,88.6166475,04-01-2019,4.7,71,1.7
Arunachal Pradesh,NER,27.10039878,93.61660071,04-01-2019,13.3,81,2.2
Assam,NER,26.7499809,94.21666744,04-01-2019,14.9,82,21.7
Manipur,NER,24.79997072,93.95001705,04-01-2019,11.5,74,2.4
Meghalaya,NER,25.57049217,91.8800142,04-01-2019,6.9,77,6.3
Mizoram,NER,23.71039899,92.72001461,04-01-2019,9.7,73,1.7
Nagaland,NER,25.6669979,94.11657019,04-01-2019,7.1,80,2.2
Tripura,NER,23.83540428,91.27999914,04-01-2019,16.3,72,3.5
Punjab,NR,31.51997398,75.98000281,05-01-2019,10.8,79,121
Haryana,NR,28.45000633,77.01999101,05-01-2019,13.4,69,127.5
Rajasthan,NR,26.44999921,74.63998124,05-01-2019,16.6,55,239.1
Delhi,NR,28.6699929,77.23000403,05-01-2019,13.1,71,79.2
UP,NR,27.59998069,78.05000565,05-01-2019,13.9,68,299
Uttarakhand,NR,30.32040895,78.05000565,05-01-2019,12.3,64,39.2
HP,NR,31.10002545,77.16659704,05-01-2019,3.7,62,30.2
J&K,NR,33.45,76.24,05-01-2019,-18.5,86,51.5
Chandigarh,NR,30.71999697,76.78000565,05-01-2019,12.4,66,4.3
Chhattisgarh,WR,22.09042035,82.15998734,05-01-2019,17.1,61,69
Gujarat,WR,22.2587,71.1924,05-01-2019,21.5,41,313.2
MP,WR,21.30039105,76.13001949,05-01-2019,21.9,44,228.2
Maharashtra,WR,19.25023195,73.16017493,05-01-2019,23.7,48,411.1
Goa,WR,15.491997,73.81800065,05-01-2019,24.2,63,13
DNH,WR,20.26657819,73.0166178,05-01-2019,21.2,55,17.6
Andhra Pradesh,SR,14.7504291,78.57002559,05-01-2019,23.5,64,167.4
Telangana,SR,18.1124,79.0193,05-01-2019,21.4,63,201.7
Karnataka,SR,12.57038129,76.91999711,05-01-2019,21.7,50,212.4
Kerala,SR,8.900372741,76.56999263,05-01-2019,26.3,57,75.4
Tamil Nadu,SR,12.92038576,79.15004187,05-01-2019,21.2,69,286.8
Pondy,SR,11.93499371,79.83000037,05-01-2019,23.6,73,6.6
Bihar,ER,25.78541445,87.4799727,05-01-2019,15.7,72,77
Jharkhand,ER,23.80039349,86.41998572,05-01-2019,16.4,62,23
Odisha,ER,19.82042971,85.90001746,05-01-2019,20,64,65.8
West Bengal,ER,22.58039044,88.32994665,05-01-2019,16.8,68,107
Sikkim,ER,27.3333303,88.6166475,05-01-2019,6.9,60,2
Arunachal Pradesh,NER,27.10039878,93.61660071,05-01-2019,13,74,2.2
Assam,NER,26.7499809,94.21666744,05-01-2019,14.8,78,22.5
Manipur,NER,24.79997072,93.95001705,05-01-2019,12.3,73,2.7
Meghalaya,NER,25.57049217,91.8800142,05-01-2019,9,70,5.7
Mizoram,NER,23.71039899,92.72001461,05-01-2019,10.2,73,1.8
Nagaland,NER,25.6669979,94.11657019,05-01-2019,9.3,73,2.3
Tripura,NER,23.83540428,91.27999914,05-01-2019,15.9,75,3.5
Punjab,NR,31.51997398,75.98000281,06-01-2019,10.6,81,121.4
Haryana,NR,28.45000633,77.01999101,06-01-2019,12.7,78,132.6
Rajasthan,NR,26.44999921,74.63998124,06-01-2019,13.6,68,240.4
Delhi,NR,28.6699929,77.23000403,06-01-2019,13,78,76.6
UP,NR,27.59998069,78.05000565,06-01-2019,13.6,75,286.8
Uttarakhand,NR,30.32040895,78.05000565,06-01-2019,10.2,79,39.2
HP,NR,31.10002545,77.16659704,06-01-2019,0.5,89,31
J&K,NR,33.45,76.24,06-01-2019,-20.3,75,53.2
Chandigarh,NR,30.71999697,76.78000565,06-01-2019,11.2,80,4.3
Chhattisgarh,WR,22.09042035,82.15998734,06-01-2019,18,64,68.1
Gujarat,WR,22.2587,71.1924,06-01-2019,19.6,46,320.7
MP,WR,21.30039105,76.13001949,06-01-2019,21.6,43,227.4
Maharashtra,WR,19.25023195,73.16017493,06-01-2019,23.6,45,408.6
Goa,WR,15.491997,73.81800065,06-01-2019,23.6,66,12.9
DNH,WR,20.26657819,73.0166178,06-01-2019,21.3,54,18.6
Andhra Pradesh,SR,14.7504291,78.57002559,06-01-2019,23.7,60,171.2
Telangana,SR,18.1124,79.0193,06-01-2019,21.7,65,194.9
Karnataka,SR,12.57038129,76.91999711,06-01-2019,22.3,55,217.5
Kerala,SR,8.900372741,76.56999263,06-01-2019,26.1,59,75.4
Tamil Nadu,SR,12.92038576,79.15004187,06-01-2019,21,69,298.3
Pondy,SR,11.93499371,79.83000037,06-01-2019,23.6,69,7.2
Bihar,ER,25.78541445,87.4799727,06-01-2019,15.9,69,76.4
Jharkhand,ER,23.80039349,86.41998572,06-01-2019,16,66,22.6
Odisha,ER,19.82042971,85.90001746,06-01-2019,19.3,67,62.9
West Bengal,ER,22.58039044,88.32994665,06-01-2019,17.3,71,106.4
Sikkim,ER,27.3333303,88.6166475,06-01-2019,7,59,2
Arunachal Pradesh,NER,27.10039878,93.61660071,06-01-2019,14.2,66,2.2
Assam,NER,26.7499809,94.21666744,06-01-2019,14.9,82,21.7
Manipur,NER,24.79997072,93.95001705,06-01-2019,13.3,75,2.7
Meghalaya,NER,25.57049217,91.8800142,06-01-2019,10.1,54,6.2
Mizoram,NER,23.71039899,92.72001461,06-01-2019,11,71,1.9
Nagaland,NER,25.6669979,94.11657019,06-01-2019,10.7,72,2.3
Tripura,NER,23.83540428,91.27999914,06-01-2019,17.1,75,3.3
Punjab,NR,31.51997398,75.98000281,07-01-2019,10.4,75,118
Haryana,NR,28.45000633,77.01999101,07-01-2019,11.5,81,132.1
Rajasthan,NR,26.44999921,74.63998124,07-01-2019,13.1,62,241.9
Delhi,NR,28.6699929,77.23000403,07-01-2019,12.4,78,71.1
UP,NR,27.59998069,78.05000565,07-01-2019,13.4,79,294.2
Uttarakhand,NR,30.32040895,78.05000565,07-01-2019,11,65,40.1
HP,NR,31.10002545,77.16659704,07-01-2019,0.3,78,30.1
J&K,NR,33.45,76.24,07-01-2019,-24.9,62,53.3
Chandigarh,NR,30.71999697,76.78000565,07-01-2019,11.5,71,4
Chhattisgarh,WR,22.09042035,82.15998734,07-01-2019,18.3,63,73.1
Gujarat,WR,22.2587,71.1924,07-01-2019,18.1,39,319.4
MP,WR,21.30039105,76.13001949,07-01-2019,19.2,44,230.3
Maharashtra,WR,19.25023195,73.16017493,07-01-2019,23.1,43,408.1
Goa,WR,15.491997,73.81800065,07-01-2019,24.4,63,12.7
DNH,WR,20.26657819,73.0166178,07-01-2019,22.4,34,18.3
Andhra Pradesh,SR,14.7504291,78.57002559,07-01-2019,24.1,57,166.4
Telangana,SR,18.1124,79.0193,07-01-2019,21.6,63,191.9
Karnataka,SR,12.57038129,76.91999711,07-01-2019,21.9,56,217.4
Kerala,SR,8.900372741,76.56999263,07-01-2019,26,60,74.9
Tamil Nadu,SR,12.92038576,79.15004187,07-01-2019,21.8,67,294.2
Pondy,SR,11.93499371,79.83000037,07-01-2019,24.3,74,7
Bihar,ER,25.78541445,87.4799727,07-01-2019,16.6,63,75.3
Jharkhand,ER,23.80039349,86.41998572,07-01-2019,17.6,58,23.9
Odisha,ER,19.82042971,85.90001746,07-01-2019,19.4,70,64
West Bengal,ER,22.58039044,88.32994665,07-01-2019,17.5,70,109.3
Sikkim,ER,27.3333303,88.6166475,07-01-2019,7.4,54,1.5
Arunachal Pradesh,NER,27.10039878,93.61660071,07-01-2019,15.1,65,2.2
Assam,NER,26.7499809,94.21666744,07-01-2019,15.4,82,21.4
Manipur,NER,24.79997072,93.95001705,07-01-2019,14,74,2.5
Meghalaya,NER,25.57049217,91.8800142,07-01-2019,11.4,37,6.1
Mizoram,NER,23.71039899,92.72001461,07-01-2019,12.3,74,1.8
Nagaland,NER,25.6669979,94.11657019,07-01-2019,11.5,66,2.3
Tripura,NER,23.83540428,91.27999914,07-01-2019,17.5,78,3.3
Punjab,NR,31.51997398,75.98000281,08-01-2019,11.1,75,107.5
Haryana,NR,28.45000633,77.01999101,08-01-2019,11.6,77,121.4
Rajasthan,NR,26.44999921,74.63998124,08-01-2019,13.6,58,237.2
Delhi,NR,28.6699929,77.23000403,08-01-2019,12.2,77,69
UP,NR,27.59998069,78.05000565,08-01-2019,12.7,76,289.4
Uttarakhand,NR,30.32040895,78.05000565,08-01-2019,13.2,54,37
HP,NR,31.10002545,77.16659704,08-01-2019,2.8,57,29.2
J&K,NR,33.45,76.24,08-01-2019,-20.1,80,51.2
Chandigarh,NR,30.71999697,76.78000565,08-01-2019,12.2,64,3.8
Chhattisgarh,WR,22.09042035,82.15998734,08-01-2019,16.9,66,74.2
Gujarat,WR,22.2587,71.1924,08-01-2019,18.3,43,307.9
MP,WR,21.30039105,76.13001949,08-01-2019,17.9,50,228.8
Maharashtra,WR,19.25023195,73.16017493,08-01-2019,23.4,39,398.2
Goa,WR,15.491997,73.81800065,08-01-2019,25.1,58,10.9
DNH,WR,20.26657819,73.0166178,08-01-2019,21.5,43,18.1
Andhra Pradesh,SR,14.7504291,78.57002559,08-01-2019,25.1,48,160.8
Telangana,SR,18.1124,79.0193,08-01-2019,20,55,190.8
Karnataka,SR,12.57038129,76.91999711,08-01-2019,22.7,46,201
Kerala,SR,8.900372741,76.56999263,08-01-2019,26.5,62,68.2
Tamil Nadu,SR,12.92038576,79.15004187,08-01-2019,22.4,60,279.2
Pondy,SR,11.93499371,79.83000037,08-01-2019,24,78,6.5
Bihar,ER,25.78541445,87.4799727,08-01-2019,17,65,76.2
Jharkhand,ER,23.80039349,86.41998572,08-01-2019,18,60,23.3
Odisha,ER,19.82042971,85.90001746,08-01-2019,20.3,67,63.6
West Bengal,ER,22.58039044,88.32994665,08-01-2019,18.4,67,102.9
Sikkim,ER,27.3333303,88.6166475,08-01-2019,7.1,55,1.6
Arunachal Pradesh,NER,27.10039878,93.61660071,08-01-2019,15.3,60,2.3
Assam,NER,26.7499809,94.21666744,08-01-2019,16.1,81,20.7
Manipur,NER,24.79997072,93.95001705,08-01-2019,13.9,76,2.6
Meghalaya,NER,25.57049217,91.8800142,08-01-2019,9.5,55,6.2
Mizoram,NER,23.71039899,92.72001461,08-01-2019,12.7,74,1.8
Nagaland,NER,25.6669979,94.11657019,08-01-2019,10.1,80,2.1
Tripura,NER,23.83540428,91.27999914,08-01-2019,17.9,72,3.3
Punjab,NR,31.51997398,75.98000281,09-01-2019,10.4,76,132.5
Haryana,NR,28.45000633,77.01999101,09-01-2019,12,72,148.2
Rajasthan,NR,26.44999921,74.63998124,09-01-2019,14.1,54,197
Delhi,NR,28.6699929,77.23000403,09-01-2019,12.5,71,89.2
UP,NR,27.59998069,78.05000565,09-01-2019,12.7,73,258.6
Uttarakhand,NR,30.32040895,78.05000565,09-01-2019,13.6,59,35.9
HP,NR,31.10002545,77.16659704,09-01-2019,3.7,65,25.3
J&K,NR,33.45,76.24,09-01-2019,-23.9,62,37.9
Chandigarh,NR,30.71999697,76.78000565,09-01-2019,12.3,71,3.9
Chhattisgarh,WR,22.09042035,82.15998734,09-01-2019,16.4,68,77.2
Gujarat,WR,22.2587,71.1924,09-01-2019,19,37,260
MP,WR,21.30039105,76.13001949,09-01-2019,18.6,50,162.5
Maharashtra,WR,19.25023195,73.16017493,09-01-2019,22.8,45,400.9
Goa,WR,15.491997,73.81800065,09-01-2019,24.7,61,12.1
DNH,WR,20.26657819,73.0166178,09-01-2019,20.5,48,18
Andhra Pradesh,SR,14.7504291,78.57002559,09-01-2019,25.5,41,163
Telangana,SR,18.1124,79.0193,09-01-2019,20.2,44,167.5
Karnataka,SR,12.57038129,76.91999711,09-01-2019,22.3,40,173.6
Kerala,SR,8.900372741,76.56999263,09-01-2019,27.1,58,67.9
Tamil Nadu,SR,12.92038576,79.15004187,09-01-2019,21.7,58,280.4
Pondy,SR,11.93499371,79.83000037,09-01-2019,23.3,80,7.6
Bihar,ER,25.78541445,87.4799727,09-01-2019,16.4,71,56.4
Jharkhand,ER,23.80039349,86.41998572,09-01-2019,17.1,62,19.2
Odisha,ER,19.82042971,85.90001746,09-01-2019,20.3,68,86.6
West Bengal,ER,22.58039044,88.32994665,09-01-2019,18.5,70,131.7
Sikkim,ER,27.3333303,88.6166475,09-01-2019,5.6,67,1.1
Arunachal Pradesh,NER,27.10039878,93.61660071,09-01-2019,15.1,68,2.1
Assam,NER,26.7499809,94.21666744,09-01-2019,15.9,84,25.8
Manipur,NER,24.79997072,93.95001705,09-01-2019,12.8,66,2.3
Meghalaya,NER,25.57049217,91.8800142,09-01-2019,9.1,71,6
Mizoram,NER,23.71039899,92.72001461,09-01-2019,11.1,69,1.7
Nagaland,NER,25.6669979,94.11657019,09-01-2019,9,73,2.4
Tripura,NER,23.83540428,91.27999914,09-01-2019,17.4,75,4.2
Punjab,NR,31.51997398,75.98000281,10-01-2019,10.2,76,131.5
Haryana,NR,28.45000633,77.01999101,10-01-2019,12,70,157
Rajasthan,NR,26.44999921,74.63998124,10-01-2019,14.6,54,199.9
Delhi,NR,28.6699929,77.23000403,10-01-2019,12.5,67,92.8
UP,NR,27.59998069,78.05000565,10-01-2019,12.9,70,284.2
Uttarakhand,NR,30.32040895,78.05000565,10-01-2019,13.5,59,35.3
HP,NR,31.10002545,77.16659704,10-01-2019,3.5,60,26.5
J&K,NR,33.45,76.24,10-01-2019,-18.6,51,31.7
Chandigarh,NR,30.71999697,76.78000565,10-01-2019,11.9,68,3.9
Chhattisgarh,WR,22.09042035,82.15998734,10-01-2019,16.5,61,79
Gujarat,WR,22.2587,71.1924,10-01-2019,19.4,43,268.3
MP,WR,21.30039105,76.13001949,10-01-2019,19.1,47,159.6
Maharashtra,WR,19.25023195,73.16017493,10-01-2019,23.6,46,409.7
Goa,WR,15.491997,73.81800065,10-01-2019,24.3,60,12.1
DNH,WR,20.26657819,73.0166178,10-01-2019,21.9,45,17.8
Andhra Pradesh,SR,14.7504291,78.57002559,10-01-2019,24.2,58,168.8
Telangana,SR,18.1124,79.0193,10-01-2019,20.8,43,173.4
Karnataka,SR,12.57038129,76.91999711,10-01-2019,22.3,43,176
Kerala,SR,8.900372741,76.56999263,10-01-2019,26.7,58,68.9
Tamil Nadu,SR,12.92038576,79.15004187,10-01-2019,21.8,68,290.8
Pondy,SR,11.93499371,79.83000037,10-01-2019,24.2,74,7.9
Bihar,ER,25.78541445,87.4799727,10-01-2019,15.1,72,69.9
Jharkhand,ER,23.80039349,86.41998572,10-01-2019,15.9,59,21.8
Odisha,ER,19.82042971,85.90001746,10-01-2019,20,79,78.8
West Bengal,ER,22.58039044,88.32994665,10-01-2019,18,71,140.1
Sikkim,ER,27.3333303,88.6166475,10-01-2019,5.8,70,1.1
Arunachal Pradesh,NER,27.10039878,93.61660071,10-01-2019,14,77,2.1
Assam,NER,26.7499809,94.21666744,10-01-2019,15.8,82,25.8
Manipur,NER,24.79997072,93.95001705,10-01-2019,12.4,71,2.4
Meghalaya,NER,25.57049217,91.8800142,10-01-2019,9.4,71,6.2
Mizoram,NER,23.71039899,92.72001461,10-01-2019,10.6,72,1.7
Nagaland,NER,25.6669979,94.11657019,10-01-2019,8,82,2.1
Tripura,NER,23.83540428,91.27999914,10-01-2019,17.3,71,4.3
Punjab,NR,31.51997398,75.98000281,11-01-2019,11.8,76,130.3
Haryana,NR,28.45000633,77.01999101,11-01-2019,12.6,70,145.3
Rajasthan,NR,26.44999921,74.63998124,11-01-2019,15.7,49,187.7
Delhi,NR,28.6699929,77.23000403,11-01-2019,12.7,71,79.5
UP,NR,27.59998069,78.05000565,11-01-2019,13.4,68,281.4
Uttarakhand,NR,30.32040895,78.05000565,11-01-2019,12.4,67,30.1
HP,NR,31.10002545,77.16659704,11-01-2019,3.5,75,23.9
J&K,NR,33.45,76.24,11-01-2019,-18.4,88,37.3
Chandigarh,NR,30.71999697,76.78000565,11-01-2019,12.6,74,3.4
Chhattisgarh,WR,22.09042035,82.15998734,11-01-2019,17.4,62,80.7
Gujarat,WR,22.2587,71.1924,11-01-2019,20.6,41,275
MP,WR,21.30039105,76.13001949,11-01-2019,20.4,48,154.3
Maharashtra,WR,19.25023195,73.16017493,11-01-2019,23.3,49,405.2
Goa,WR,15.491997,73.81800065,11-01-2019,23.7,69,12.1
DNH,WR,20.26657819,73.0166178,11-01-2019,21,52,16.9
Andhra Pradesh,SR,14.7504291,78.57002559,11-01-2019,24.8,63,167.7
Telangana,SR,18.1124,79.0193,11-01-2019,20.9,62,166.7
Karnataka,SR,12.57038129,76.91999711,11-01-2019,22.7,50,157
Kerala,SR,8.900372741,76.56999263,11-01-2019,26.7,67,67.4
Tamil Nadu,SR,12.92038576,79.15004187,11-01-2019,22.5,67,270.5
Pondy,SR,11.93499371,79.83000037,11-01-2019,24.8,68,7.1
Bihar,ER,25.78541445,87.4799727,11-01-2019,15.6,76,76.2
Jharkhand,ER,23.80039349,86.41998572,11-01-2019,16.1,59,23.3
Odisha,ER,19.82042971,85.90001746,11-01-2019,20.7,73,78.4
West Bengal,ER,22.58039044,88.32994665,11-01-2019,17.6,65,149.8
Sikkim,ER,27.3333303,88.6166475,11-01-2019,7,71,0.8
Arunachal Pradesh,NER,27.10039878,93.61660071,11-01-2019,13.8,68,2.1
Assam,NER,26.7499809,94.21666744,11-01-2019,15.6,82,27.9
Manipur,NER,24.79997072,93.95001705,11-01-2019,12.7,74,2.4
Meghalaya,NER,25.57049217,91.8800142,11-01-2019,9.1,71,6.2
Mizoram,NER,23.71039899,92.72001461,11-01-2019,10.6,73,1.8
Nagaland,NER,25.6669979,94.11657019,11-01-2019,9.3,75,2.1
Tripura,NER,23.83540428,91.27999914,11-01-2019,16.2,73,4.3
Punjab,NR,31.51997398,75.98000281,12-01-2019,12.1,77,137.9
Haryana,NR,28.45000633,77.01999101,12-01-2019,13.1,71,151.9
Rajasthan,NR,26.44999921,74.63998124,12-01-2019,15.4,53,189.9
Delhi,NR,28.6699929,77.23000403,12-01-2019,13.3,75,92.6
UP,NR,27.59998069,78.05000565,12-01-2019,13.2,70,298.6
Uttarakhand,NR,30.32040895,78.05000565,12-01-2019,13.2,65,34.7
HP,NR,31.10002545,77.16659704,12-01-2019,3,72,26.4
J&K,NR,33.45,76.24,12-01-2019,-20.1,86,34.6
Chandigarh,NR,30.71999697,76.78000565,12-01-2019,13.2,65,4
Chhattisgarh,WR,22.09042035,82.15998734,12-01-2019,18.4,64,85.2
Gujarat,WR,22.2587,71.1924,12-01-2019,21.1,44,294.1
MP,WR,21.30039105,76.13001949,12-01-2019,21.7,51,161.1
Maharashtra,WR,19.25023195,73.16017493,12-01-2019,23.2,51,421.8
Goa,WR,15.491997,73.81800065,12-01-2019,23.6,75,12.2
DNH,WR,20.26657819,73.0166178,12-01-2019,20.2,61,17.6
Andhra Pradesh,SR,14.7504291,78.57002559,12-01-2019,24.9,60,168.1
Telangana,SR,18.1124,79.0193,12-01-2019,22.4,63,173.2
Karnataka,SR,12.57038129,76.91999711,12-01-2019,22.5,55,163.5
Kerala,SR,8.900372741,76.56999263,12-01-2019,27.1,66,69.9
Tamil Nadu,SR,12.92038576,79.15004187,12-01-2019,22.1,67,298.4
Pondy,SR,11.93499371,79.83000037,12-01-2019,24.2,71,8
Bihar,ER,25.78541445,87.4799727,12-01-2019,16.4,73,82.3
Jharkhand,ER,23.80039349,86.41998572,12-01-2019,16.5,57,24.3
Odisha,ER,19.82042971,85.90001746,12-01-2019,20.7,70,82.4
West Bengal,ER,22.58039044,88.32994665,12-01-2019,17.4,70,154.7
Sikkim,ER,27.3333303,88.6166475,12-01-2019,8.5,62,1
Arunachal Pradesh,NER,27.10039878,93.61660071,12-01-2019,14.3,64,2.1
Assam,NER,26.7499809,94.21666744,12-01-2019,15.6,81,30.1
Manipur,NER,24.79997072,93.95001705,12-01-2019,13.4,74,2.5
Meghalaya,NER,25.57049217,91.8800142,12-01-2019,10.9,60,6
Mizoram,NER,23.71039899,92.72001461,12-01-2019,10.6,72,1.8
Nagaland,NER,25.6669979,94.11657019,12-01-2019,9.4,73,2
Tripura,NER,23.83540428,91.27999914,12-01-2019,16.9,69,4.6
Punjab,NR,31.51997398,75.98000281,13-01-2019,12.5,70,135.8
Haryana,NR,28.45000633,77.01999101,13-01-2019,14.1,73,141.4
Rajasthan,NR,26.44999921,74.63998124,13-01-2019,15.5,51,186.9
Delhi,NR,28.6699929,77.23000403,13-01-2019,14.3,74,89.4
UP,NR,27.59998069,78.05000565,13-01-2019,13.2,78,310
Uttarakhand,NR,30.32040895,78.05000565,13-01-2019,12.4,61,36.7
HP,NR,31.10002545,77.16659704,13-01-2019,2.2,77,26.4
J&K,NR,33.45,76.24,13-01-2019,-23,66,32.7
Chandigarh,NR,30.71999697,76.78000565,13-01-2019,13.9,66,3.8
Chhattisgarh,WR,22.09042035,82.15998734,13-01-2019,19.4,65,87.6
Gujarat,WR,22.2587,71.1924,13-01-2019,21.2,52,301.2
MP,WR,21.30039105,76.13001949,13-01-2019,22,49,168.6
