States,Regions,latitude,longitude,Dates,temperature,humidity,Usage
Punjab,NR,31.51997398,75.98000281,12-07-2019,27.9,84,105.3
Haryana,NR,28.45000633,77.01999101,12-07-2019,33.9,48,114.6
Rajasthan,NR,26.44999921,74.63998124,12-07-2019,30.3,54,214.7
Delhi,NR,28.6699929,77.23000403,12-07-2019,32.9,56,63.6
UP,NR,27.59998069,78.05000565,12-07-2019,32.3,59,266.3
Uttarakhand,NR,30.32040895,78.05000565,12-07-2019,25.5,90,34.1
HP,NR,31.10002545,77.16659704,12-07-2019,18.7,95,27.7
J&K,NR,33.45,76.24,12-07-2019,0,86,43.9
Chandigarh,NR,30.71999697,76.78000565,12-07-2019,27.9,85,3.5
Chhattisgarh,WR,22.09042035,82.15998734,12-07-2019,29,75,71.1
Gujarat,WR,22.2587,71.1924,12-07-2019,30.1,65,318.6
MP,WR,21.30039105,76.13001949,12-07-2019,28.1,72,238.4
Maharashtra,WR,19.25023195,73.16017493,12-07-2019,26.4,89,431.3
Goa,WR,15.491997,73.81800065,12-07-2019,25.7,92,13.4
DNH,WR,20.26657819,73.0166178,12-07-2019,27,89,18.3
Andhra Pradesh,SR,14.7504291,78.57002559,12-07-2019,31.4,54,167.6
Telangana,SR,18.1124,79.0193,12-07-2019,28.1,68,194.8
Karnataka,SR,12.57038129,76.91999711,12-07-2019,25.4,71,186.2
Kerala,SR,8.900372741,76.56999263,12-07-2019,27.1,87,71.5
Tamil Nadu,SR,12.92038576,79.15004187,12-07-2019,29.9,55,290.2
Pondy,SR,11.93499371,79.83000037,12-07-2019,29.1,80,7.4
Bihar,ER,25.78541445,87.4799727,12-07-2019,27.9,90,67.5
Jharkhand,ER,23.80039349,86.41998572,12-07-2019,29.1,79,24.1
Odisha,ER,19.82042971,85.90001746,12-07-2019,29,84,74.9
West Bengal,ER,22.58039044,88.32994665,12-07-2019,29.2,85,114.1
Sikkim,ER,27.3333303,88.6166475,12-07-2019,18.1,97,1.4
Arunachal Pradesh,NER,27.10039878,93.61660071,12-07-2019,24.8,96,2.1
Assam,NER,26.7499809,94.21666744,12-07-2019,27.5,84,23.2
Manipur,NER,24.79997072,93.95001705,12-07-2019,23.7,90,2.5
Meghalaya,NER,25.57049217,91.8800142,12-07-2019,20.5,92,6
Mizoram,NER,23.71039899,92.72001461,12-07-2019,20,96,1.9
Nagaland,NER,25.6669979,94.11657019,12-07-2019,20.5,94,2.1
Tripura,NER,23.83540428,91.27999914,12-07-2019,26.9,92,3.5
Punjab,NR,31.51997398,75.98000281,13-07-2019,27.5,83,104.4
Haryana,NR,28.45000633,77.01999101,13-07-2019,34.3,45,116.7
Rajasthan,NR,26.44999921,74.63998124,13-07-2019,30.6,53,215.5
Delhi,NR,28.6699929,77.23000403,13-07-2019,34,49,63.4
UP,NR,27.59998069,78.05000565,13-07-2019,32.5,56,266.6
Uttarakhand,NR,30.32040895,78.05000565,13-07-2019,25.1,87,34.6
HP,NR,31.10002545,77.16659704,13-07-2019,17.8,95,27.9
J&K,NR,33.45,76.24,13-07-2019,-1.5,84,44.4
Chandigarh,NR,30.71999697,76.78000565,13-07-2019,27.8,81,3.4
Chhattisgarh,WR,22.09042035,82.15998734,13-07-2019,29.7,70,71.6
Gujarat,WR,22.2587,71.1924,13-07-2019,29.5,66,326.4
MP,WR,21.30039105,76.13001949,13-07-2019,28.3,70,240.6
Maharashtra,WR,19.25023195,73.16017493,13-07-2019,26.4,89,433.4
Goa,WR,15.491997,73.81800065,13-07-2019,26.2,91,13
DNH,WR,20.26657819,73.0166178,13-07-2019,26.5,90,18.4
Andhra Pradesh,SR,14.7504291,78.57002559,13-07-2019,32.2,53,168.6
Telangana,SR,18.1124,79.0193,13-07-2019,28.4,67,197.2
Karnataka,SR,12.57038129,76.91999711,13-07-2019,25.8,69,186.2
Kerala,SR,8.900372741,76.56999263,13-07-2019,26.7,88,71.6
Tamil Nadu,SR,12.92038576,79.15004187,13-07-2019,29.8,57,279.1
Pondy,SR,11.93499371,79.83000037,13-07-2019,29,78,7.2
Bihar,ER,25.78541445,87.4799727,13-07-2019,27.4,92,68.2
Jharkhand,ER,23.80039349,86.41998572,13-07-2019,30.4,69,24.3
Odisha,ER,19.82042971,85.90001746,13-07-2019,29,85,74.8
West Bengal,ER,22.58039044,88.32994665,13-07-2019,29.5,83,112.6
Sikkim,ER,27.3333303,88.6166475,13-07-2019,18.3,92,1.8
Arunachal Pradesh,NER,27.10039878,93.61660071,13-07-2019,25,93,2.1
Assam,NER,26.7499809,94.21666744,13-07-2019,26.9,89,23.3
Manipur,NER,24.79997072,93.95001705,13-07-2019,23.6,88,2.5
Meghalaya,NER,25.57049217,91.8800142,13-07-2019,20.4,91,6
Mizoram,NER,23.71039899,92.72001461,13-07-2019,19.5,97,2.2
Nagaland,NER,25.6669979,94.11657019,13-07-2019,21.1,89,2.3
Tripura,NER,23.83540428,91.27999914,13-07-2019,27.2,91,4
Punjab,NR,31.51997398,75.98000281,14-07-2019,26.3,85,106.3
Haryana,NR,28.45000633,77.01999101,14-07-2019,33.1,49,116.3
Rajasthan,NR,26.44999921,74.63998124,14-07-2019,29.9,55,218.7
Delhi,NR,28.6699929,77.23000403,14-07-2019,32.7,55,64
UP,NR,27.59998069,78.05000565,14-07-2019,32.4,54,265.9
Uttarakhand,NR,30.32040895,78.05000565,14-07-2019,24.5,89,34.5
HP,NR,31.10002545,77.16659704,14-07-2019,17.7,92,27.3
J&K,NR,33.45,76.24,14-07-2019,-1.6,83,44.5
Chandigarh,NR,30.71999697,76.78000565,14-07-2019,26,85,3.4
Chhattisgarh,WR,22.09042035,82.15998734,14-07-2019,30,65,72.3
Gujarat,WR,22.2587,71.1924,14-07-2019,29.6,65,334.4
MP,WR,21.30039105,76.13001949,14-07-2019,28.6,68,244
Maharashtra,WR,19.25023195,73.16017493,14-07-2019,26.4,90,429.8
Goa,WR,15.491997,73.81800065,14-07-2019,26,91,13
DNH,WR,20.26657819,73.0166178,14-07-2019,27,88,18.3
Andhra Pradesh,SR,14.7504291,78.57002559,14-07-2019,30.9,59,169.6
Telangana,SR,18.1124,79.0193,14-07-2019,28.5,68,190.4
Karnataka,SR,12.57038129,76.91999711,14-07-2019,25.3,72,186.4
Kerala,SR,8.900372741,76.56999263,14-07-2019,25.6,90,71.9
Tamil Nadu,SR,12.92038576,79.15004187,14-07-2019,29.4,57,273.6
Pondy,SR,11.93499371,79.83000037,14-07-2019,29.2,77,7.2
Bihar,ER,25.78541445,87.4799727,14-07-2019,27.3,89,68.7
Jharkhand,ER,23.80039349,86.41998572,14-07-2019,31,66,24.2
Odisha,ER,19.82042971,85.90001746,14-07-2019,29.3,83,74.1
West Bengal,ER,22.58039044,88.32994665,14-07-2019,30.6,78,114.2
Sikkim,ER,27.3333303,88.6166475,14-07-2019,18,93,1.9
Arunachal Pradesh,NER,27.10039878,93.61660071,14-07-2019,24.9,91,2
Assam,NER,26.7499809,94.21666744,14-07-2019,26.9,88,23.7
Manipur,NER,24.79997072,93.95001705,14-07-2019,23.6,88,2.4
Meghalaya,NER,25.57049217,91.8800142,14-07-2019,19.5,92,6
Mizoram,NER,23.71039899,92.72001461,14-07-2019,19.1,95,1.7
Nagaland,NER,25.6669979,94.11657019,14-07-2019,20.6,93,2.1
Tripura,NER,23.83540428,91.27999914,14-07-2019,25.3,94,3.6
Punjab,NR,31.51997398,75.98000281,15-07-2019,26.2,84,102.7
Haryana,NR,28.45000633,77.01999101,15-07-2019,30,70,114.6
Rajasthan,NR,26.44999921,74.63998124,15-07-2019,30.3,54,220.6
Delhi,NR,28.6699929,77.23000403,15-07-2019,29.5,75,60.4
UP,NR,27.59998069,78.05000565,15-07-2019,30.9,66,260
Uttarakhand,NR,30.32040895,78.05000565,15-07-2019,24.8,87,34.7
HP,NR,31.10002545,77.16659704,15-07-2019,17.7,90,28.2
J&K,NR,33.45,76.24,15-07-2019,-1,88,43
Chandigarh,NR,30.71999697,76.78000565,15-07-2019,26.3,85,3.3
Chhattisgarh,WR,22.09042035,82.15998734,15-07-2019,29.2,72,71.2
Gujarat,WR,22.2587,71.1924,15-07-2019,29.5,67,331.3
MP,WR,21.30039105,76.13001949,15-07-2019,28.8,65,245
Maharashtra,WR,19.25023195,73.16017493,15-07-2019,26.6,89,431
Goa,WR,15.491997,73.81800065,15-07-2019,26,92,13
DNH,WR,20.26657819,73.0166178,15-07-2019,27.5,84,18.3
Andhra Pradesh,SR,14.7504291,78.57002559,15-07-2019,31.2,59,169.3
Telangana,SR,18.1124,79.0193,15-07-2019,29,65,177.5
Karnataka,SR,12.57038129,76.91999711,15-07-2019,25.7,71,188
Kerala,SR,8.900372741,76.56999263,15-07-2019,25.9,88,72
Tamil Nadu,SR,12.92038576,79.15004187,15-07-2019,28.7,65,267.5
Pondy,SR,11.93499371,79.83000037,15-07-2019,29,79,6.9
Bihar,ER,25.78541445,87.4799727,15-07-2019,27.8,88,67.6
Jharkhand,ER,23.80039349,86.41998572,15-07-2019,30.7,68,24.6
Odisha,ER,19.82042971,85.90001746,15-07-2019,29.4,83,73.8
West Bengal,ER,22.58039044,88.32994665,15-07-2019,30.5,80,113.9
Sikkim,ER,27.3333303,88.6166475,15-07-2019,18.2,93,1.9
Arunachal Pradesh,NER,27.10039878,93.61660071,15-07-2019,23.8,96,2.1
Assam,NER,26.7499809,94.21666744,15-07-2019,26.3,92,23.3
Manipur,NER,24.79997072,93.95001705,15-07-2019,23.6,87,2.5
Meghalaya,NER,25.57049217,91.8800142,15-07-2019,19.7,92,6.2
Mizoram,NER,23.71039899,92.72001461,15-07-2019,20.8,89,1.8
Nagaland,NER,25.6669979,94.11657019,15-07-2019,20,93,2.1
Tripura,NER,23.83540428,91.27999914,15-07-2019,27.7,89,3.6
Punjab,NR,31.51997398,75.98000281,16-07-2019,25.5,86,98.9
Haryana,NR,28.45000633,77.01999101,16-07-2019,27.2,86,105.6
Rajasthan,NR,26.44999921,74.63998124,16-07-2019,29.5,58,215
Delhi,NR,28.6699929,77.23000403,16-07-2019,26.5,89,58
UP,NR,27.59998069,78.05000565,16-07-2019,28.5,81,255.2
Uttarakhand,NR,30.32040895,78.05000565,16-07-2019,23,96,31.5
HP,NR,31.10002545,77.16659704,16-07-2019,16.7,94,25.7
J&K,NR,33.45,76.24,16-07-2019,-1.5,82,43.7
Chandigarh,NR,30.71999697,76.78000565,16-07-2019,24.6,92,2.9
Chhattisgarh,WR,22.09042035,82.15998734,16-07-2019,29.7,71,70.8
Gujarat,WR,22.2587,71.1924,16-07-2019,29.7,65,321.7
MP,WR,21.30039105,76.13001949,16-07-2019,28.9,64,246
Maharashtra,WR,19.25023195,73.16017493,16-07-2019,26.4,90,417.1
Goa,WR,15.491997,73.81800065,16-07-2019,25.9,91,11.8
DNH,WR,20.26657819,73.0166178,16-07-2019,26.8,89,18
Andhra Pradesh,SR,14.7504291,78.57002559,16-07-2019,30.9,59,167.3
Telangana,SR,18.1124,79.0193,16-07-2019,30,59,174
Karnataka,SR,12.57038129,76.91999711,16-07-2019,25.4,71,176.5
Kerala,SR,8.900372741,76.56999263,16-07-2019,26.1,88,65.8
Tamil Nadu,SR,12.92038576,79.15004187,16-07-2019,29.1,61,244.6
Pondy,SR,11.93499371,79.83000037,16-07-2019,29.3,78,6.3
Bihar,ER,25.78541445,87.4799727,16-07-2019,28.6,84,67.8
Jharkhand,ER,23.80039349,86.41998572,16-07-2019,30.4,71,24.1
Odisha,ER,19.82042971,85.90001746,16-07-2019,29.6,83,72.1
West Bengal,ER,22.58039044,88.32994665,16-07-2019,30.5,81,102.9
Sikkim,ER,27.3333303,88.6166475,16-07-2019,18.6,90,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,16-07-2019,25,91,2.2
Assam,NER,26.7499809,94.21666744,16-07-2019,26.9,90,21.7
Manipur,NER,24.79997072,93.95001705,16-07-2019,24.7,82,2.6
Meghalaya,NER,25.57049217,91.8800142,16-07-2019,21.2,84,6.1
Mizoram,NER,23.71039899,92.72001461,16-07-2019,22.2,85,1.8
Nagaland,NER,25.6669979,94.11657019,16-07-2019,21.4,86,2.1
Tripura,NER,23.83540428,91.27999914,16-07-2019,29.2,82,3.3
Punjab,NR,31.51997398,75.98000281,17-07-2019,26.2,84,124.5
Haryana,NR,28.45000633,77.01999101,17-07-2019,27.6,83,123.4
Rajasthan,NR,26.44999921,74.63998124,17-07-2019,30.6,54,220.5
Delhi,NR,28.6699929,77.23000403,17-07-2019,27.1,86,61.6
UP,NR,27.59998069,78.05000565,17-07-2019,28.9,80,289
Uttarakhand,NR,30.32040895,78.05000565,17-07-2019,23.8,88,35.5
HP,NR,31.10002545,77.16659704,17-07-2019,17.4,92,26.6
J&K,NR,33.45,76.24,17-07-2019,0.9,63,46.2
Chandigarh,NR,30.71999697,76.78000565,17-07-2019,25.4,88,3
Chhattisgarh,WR,22.09042035,82.15998734,17-07-2019,30.2,70,81.1
Gujarat,WR,22.2587,71.1924,17-07-2019,29.9,65,342.9
MP,WR,21.30039105,76.13001949,17-07-2019,29.4,62,203.6
Maharashtra,WR,19.25023195,73.16017493,17-07-2019,26.3,90,457.5
Goa,WR,15.491997,73.81800065,17-07-2019,25.7,92,9.8
DNH,WR,20.26657819,73.0166178,17-07-2019,26.8,88,18.3
Andhra Pradesh,SR,14.7504291,78.57002559,17-07-2019,31.2,58,192.4
Telangana,SR,18.1124,79.0193,17-07-2019,30.6,56,225.2
Karnataka,SR,12.57038129,76.91999711,17-07-2019,25.3,73,247.7
Kerala,SR,8.900372741,76.56999263,17-07-2019,25.8,89,80.3
Tamil Nadu,SR,12.92038576,79.15004187,17-07-2019,29.1,58,338.2
Pondy,SR,11.93499371,79.83000037,17-07-2019,29.8,73,7.9
Bihar,ER,25.78541445,87.4799727,17-07-2019,29.5,83,76.7
Jharkhand,ER,23.80039349,86.41998572,17-07-2019,29.8,76,20.6
Odisha,ER,19.82042971,85.90001746,17-07-2019,28.7,88,75.7
West Bengal,ER,22.58039044,88.32994665,17-07-2019,30.4,82,129.3
Sikkim,ER,27.3333303,88.6166475,17-07-2019,20,84,0.9
Arunachal Pradesh,NER,27.10039878,93.61660071,17-07-2019,25.8,91,2.2
Assam,NER,26.7499809,94.21666744,17-07-2019,27.4,88,23.7
Manipur,NER,24.79997072,93.95001705,17-07-2019,25.7,82,2.4
Meghalaya,NER,25.57049217,91.8800142,17-07-2019,21.5,84,6.1
Mizoram,NER,23.71039899,92.72001461,17-07-2019,22.7,89,1.8
Nagaland,NER,25.6669979,94.11657019,17-07-2019,21.1,89,2.1
Tripura,NER,23.83540428,91.27999914,17-07-2019,29.9,79,3.9
Punjab,NR,31.51997398,75.98000281,18-07-2019,27.6,82,130.5
Haryana,NR,28.45000633,77.01999101,18-07-2019,27.9,80,127
Rajasthan,NR,26.44999921,74.63998124,18-07-2019,29.8,62,218.3
Delhi,NR,28.6699929,77.23000403,18-07-2019,27.4,84,61.7
UP,NR,27.59998069,78.05000565,18-07-2019,29,82,297
Uttarakhand,NR,30.32040895,78.05000565,18-07-2019,25.1,87,34.8
HP,NR,31.10002545,77.16659704,18-07-2019,18.4,93,26.9
J&K,NR,33.45,76.24,18-07-2019,-1,85,46.3
Chandigarh,NR,30.71999697,76.78000565,18-07-2019,26.6,85,3.1
Chhattisgarh,WR,22.09042035,82.15998734,18-07-2019,29.2,78,93.1
Gujarat,WR,22.2587,71.1924,18-07-2019,30.3,63,341
MP,WR,21.30039105,76.13001949,18-07-2019,30,62,207.8
Maharashtra,WR,19.25023195,73.16017493,18-07-2019,27.1,88,466.3
Goa,WR,15.491997,73.81800065,18-07-2019,26.1,90,10.5
DNH,WR,20.26657819,73.0166178,18-07-2019,27.2,87,18.4
Andhra Pradesh,SR,14.7504291,78.57002559,18-07-2019,30.4,65,196.9
Telangana,SR,18.1124,79.0193,18-07-2019,29.6,63,229.8
Karnataka,SR,12.57038129,76.91999711,18-07-2019,25.1,76,252.8
Kerala,SR,8.900372741,76.56999263,18-07-2019,25.3,91,83.3
Tamil Nadu,SR,12.92038576,79.15004187,18-07-2019,28,71,348
Pondy,SR,11.93499371,79.83000037,18-07-2019,29.8,73,8.3
Bihar,ER,25.78541445,87.4799727,18-07-2019,29.6,84,78.3
Jharkhand,ER,23.80039349,86.41998572,18-07-2019,30.4,75,22.4
Odisha,ER,19.82042971,85.90001746,18-07-2019,28.7,87,85.3
West Bengal,ER,22.58039044,88.32994665,18-07-2019,30.2,82,144.4
Sikkim,ER,27.3333303,88.6166475,18-07-2019,20.2,85,1.1
Arunachal Pradesh,NER,27.10039878,93.61660071,18-07-2019,27.5,81,2.1
Assam,NER,26.7499809,94.21666744,18-07-2019,29.3,81,23.1
Manipur,NER,24.79997072,93.95001705,18-07-2019,26.3,83,2.5
Meghalaya,NER,25.57049217,91.8800142,18-07-2019,21.8,84,6
Mizoram,NER,23.71039899,92.72001461,18-07-2019,22.4,89,1.9
Nagaland,NER,25.6669979,94.11657019,18-07-2019,21.7,86,2.2
Tripura,NER,23.83540428,91.27999914,18-07-2019,29.8,82,3.9
Punjab,NR,31.51997398,75.98000281,19-07-2019,27.7,82,124.2
Haryana,NR,28.45000633,77.01999101,19-07-2019,29.4,77,121.7
Rajasthan,NR,26.44999921,74.63998124,19-07-2019,29.6,66,211.7
Delhi,NR,28.6699929,77.23000403,19-07-2019,29.3,81,60.1
UP,NR,27.59998069,78.05000565,19-07-2019,30,78,295.8
Uttarakhand,NR,30.32040895,78.05000565,19-07-2019,26.1,83,32.1
HP,NR,31.10002545,77.16659704,19-07-2019,18.3,93,26.4
J&K,NR,33.45,76.24,19-07-2019,-0.7,91,45.2
Chandigarh,NR,30.71999697,76.78000565,19-07-2019,27.6,83,3.1
Chhattisgarh,WR,22.09042035,82.15998734,19-07-2019,29,84,87
Gujarat,WR,22.2587,71.1924,19-07-2019,31,60,326.8
MP,WR,21.30039105,76.13001949,19-07-2019,30.1,63,205.1
Maharashtra,WR,19.25023195,73.16017493,19-07-2019,27.3,87,462.2
Goa,WR,15.491997,73.81800065,19-07-2019,26.1,91,10.9
DNH,WR,20.26657819,73.0166178,19-07-2019,27.7,85,18.2
Andhra Pradesh,SR,14.7504291,78.57002559,19-07-2019,27.4,80,197.8
Telangana,SR,18.1124,79.0193,19-07-2019,27.1,79,231.2
Karnataka,SR,12.57038129,76.91999711,19-07-2019,23,89,250.4
Kerala,SR,8.900372741,76.56999263,19-07-2019,25,92,83.3
Tamil Nadu,SR,12.92038576,79.15004187,19-07-2019,27.6,69,349.7
Pondy,SR,11.93499371,79.83000037,19-07-2019,28.5,80,8.4
Bihar,ER,25.78541445,87.4799727,19-07-2019,29.2,86,76.4
Jharkhand,ER,23.80039349,86.41998572,19-07-2019,30.3,75,23.6
Odisha,ER,19.82042971,85.90001746,19-07-2019,28.3,86,85.1
West Bengal,ER,22.58039044,88.32994665,19-07-2019,29.8,81,148.9
Sikkim,ER,27.3333303,88.6166475,19-07-2019,19.5,88,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,19-07-2019,27.5,84,2.1
Assam,NER,26.7499809,94.21666744,19-07-2019,29.2,84,23.4
Manipur,NER,24.79997072,93.95001705,19-07-2019,25.7,84,2.4
Meghalaya,NER,25.57049217,91.8800142,19-07-2019,21.5,86,5.9
Mizoram,NER,23.71039899,92.72001461,19-07-2019,21.6,93,1.8
Nagaland,NER,25.6669979,94.11657019,19-07-2019,21.6,90,2.2
Tripura,NER,23.83540428,91.27999914,19-07-2019,28.4,85,3.9
Punjab,NR,31.51997398,75.98000281,20-07-2019,28.1,84,115.1
Haryana,NR,28.45000633,77.01999101,20-07-2019,29.9,80,98.4
Rajasthan,NR,26.44999921,74.63998124,20-07-2019,29.6,69,187.8
Delhi,NR,28.6699929,77.23000403,20-07-2019,30.1,81,46.1
UP,NR,27.59998069,78.05000565,20-07-2019,31.1,75,274.1
Uttarakhand,NR,30.32040895,78.05000565,20-07-2019,26.8,80,23.1
HP,NR,31.10002545,77.16659704,20-07-2019,18.6,88,18.9
J&K,NR,33.45,76.24,20-07-2019,-0.1,86,45.4
Chandigarh,NR,30.71999697,76.78000565,20-07-2019,28.4,81,2.5
Chhattisgarh,WR,22.09042035,82.15998734,20-07-2019,28.5,82,69.9
Gujarat,WR,22.2587,71.1924,20-07-2019,30.6,63,256.6
MP,WR,21.30039105,76.13001949,20-07-2019,29.5,73,186.3
Maharashtra,WR,19.25023195,73.16017493,20-07-2019,27.1,91,406.8
Goa,WR,15.491997,73.81800065,20-07-2019,26,92,9.3
DNH,WR,20.26657819,73.0166178,20-07-2019,27.5,90,12.1
Andhra Pradesh,SR,14.7504291,78.57002559,20-07-2019,29.5,66,193.1
Telangana,SR,18.1124,79.0193,20-07-2019,26.5,84,218
Karnataka,SR,12.57038129,76.91999711,20-07-2019,23.3,83,247.6
Kerala,SR,8.900372741,76.56999263,20-07-2019,25.5,91,81.4
Tamil Nadu,SR,12.92038576,79.15004187,20-07-2019,28.4,63,339.8
Pondy,SR,11.93499371,79.83000037,20-07-2019,29.1,74,7.5
Bihar,ER,25.78541445,87.4799727,20-07-2019,29.6,84,72.9
Jharkhand,ER,23.80039349,86.41998572,20-07-2019,30.1,72,21.9
Odisha,ER,19.82042971,85.90001746,20-07-2019,28.6,84,81.6
West Bengal,ER,22.58039044,88.32994665,20-07-2019,29.7,80,136.7
Sikkim,ER,27.3333303,88.6166475,20-07-2019,19.9,87,1
Arunachal Pradesh,NER,27.10039878,93.61660071,20-07-2019,27.5,82,2
Assam,NER,26.7499809,94.21666744,20-07-2019,29.2,83,22.3
Manipur,NER,24.79997072,93.95001705,20-07-2019,25.5,83,2.4
Meghalaya,NER,25.57049217,91.8800142,20-07-2019,21.2,90,5.8
Mizoram,NER,23.71039899,92.72001461,20-07-2019,22,91,1.8
Nagaland,NER,25.6669979,94.11657019,20-07-2019,21.4,91,2.1
Tripura,NER,23.83540428,91.27999914,20-07-2019,29.1,83,3.8
Punjab,NR,31.51997398,75.98000281,21-07-2019,28.5,83,114.6
Haryana,NR,28.45000633,77.01999101,21-07-2019,29.9,79,109.1
Rajasthan,NR,26.44999921,74.63998124,21-07-2019,29.8,70,199.1
Delhi,NR,28.6699929,77.23000403,21-07-2019,29.9,81,54.4
UP,NR,27.59998069,78.05000565,21-07-2019,30.5,79,268.5
Uttarakhand,NR,30.32040895,78.05000565,21-07-2019,26.8,80,27.3
HP,NR,31.10002545,77.16659704,21-07-2019,18.4,92,21.7
J&K,NR,33.45,76.24,21-07-2019,1,88,40.9
Chandigarh,NR,30.71999697,76.78000565,21-07-2019,28.6,80,3
Chhattisgarh,WR,22.09042035,82.15998734,21-07-2019,29.1,80,79.3
Gujarat,WR,22.2587,71.1924,21-07-2019,28.8,77,300
MP,WR,21.30039105,76.13001949,21-07-2019,28.1,81,193
Maharashtra,WR,19.25023195,73.16017493,21-07-2019,27,89,439.2
Goa,WR,15.491997,73.81800065,21-07-2019,26.7,89,9.9
DNH,WR,20.26657819,73.0166178,21-07-2019,27.2,88,14
Andhra Pradesh,SR,14.7504291,78.57002559,21-07-2019,29.9,67,196.4
Telangana,SR,18.1124,79.0193,21-07-2019,28.1,72,225.6
Karnataka,SR,12.57038129,76.91999711,21-07-2019,23.6,83,248.4
Kerala,SR,8.900372741,76.56999263,21-07-2019,25.2,93,82.2
Tamil Nadu,SR,12.92038576,79.15004187,21-07-2019,28,66,347.6
Pondy,SR,11.93499371,79.83000037,21-07-2019,29,75,8.2
Bihar,ER,25.78541445,87.4799727,21-07-2019,30.2,83,74.6
Jharkhand,ER,23.80039349,86.41998572,21-07-2019,30.9,67,21.2
Odisha,ER,19.82042971,85.90001746,21-07-2019,29,82,80
West Bengal,ER,22.58039044,88.32994665,21-07-2019,30.1,78,136.4
Sikkim,ER,27.3333303,88.6166475,21-07-2019,19.7,92,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,21-07-2019,26.9,88,2
Assam,NER,26.7499809,94.21666744,21-07-2019,28.8,85,21.2
Manipur,NER,24.79997072,93.95001705,21-07-2019,24.9,83,2.7
Meghalaya,NER,25.57049217,91.8800142,21-07-2019,21.5,85,5.7
Mizoram,NER,23.71039899,92.72001461,21-07-2019,22.4,85,1.8
Nagaland,NER,25.6669979,94.11657019,21-07-2019,21,91,2
Tripura,NER,23.83540428,91.27999914,21-07-2019,29.2,83,3.8
Punjab,NR,31.51997398,75.98000281,22-07-2019,29.2,81,119.6
Haryana,NR,28.45000633,77.01999101,22-07-2019,30.7,78,114.1
Rajasthan,NR,26.44999921,74.63998124,22-07-2019,30,73,208.2
Delhi,NR,28.6699929,77.23000403,22-07-2019,30.3,81,57.9
UP,NR,27.59998069,78.05000565,22-07-2019,31.4,76,267.7
Uttarakhand,NR,30.32040895,78.05000565,22-07-2019,27.4,81,32.3
HP,NR,31.10002545,77.16659704,22-07-2019,19.1,87,25.5
J&K,NR,33.45,76.24,22-07-2019,0.7,87,45.7
Chandigarh,NR,30.71999697,76.78000565,22-07-2019,29.4,78,2.9
Chhattisgarh,WR,22.09042035,82.15998734,22-07-2019,29,81,87.3
Gujarat,WR,22.2587,71.1924,22-07-2019,28.4,82,333.3
MP,WR,21.30039105,76.13001949,22-07-2019,30.2,70,198.8
Maharashtra,WR,19.25023195,73.16017493,22-07-2019,27.8,86,460.8
Goa,WR,15.491997,73.81800065,22-07-2019,26.2,90,11.7
DNH,WR,20.26657819,73.0166178,22-07-2019,28.2,86,17.4
Andhra Pradesh,SR,14.7504291,78.57002559,22-07-2019,28.5,74,200.7
Telangana,SR,18.1124,79.0193,22-07-2019,28.1,74,224.6
Karnataka,SR,12.57038129,76.91999711,22-07-2019,22.9,84,249.4
Kerala,SR,8.900372741,76.56999263,22-07-2019,25.3,91,82.6
Tamil Nadu,SR,12.92038576,79.15004187,22-07-2019,26,78,349.2
Pondy,SR,11.93499371,79.83000037,22-07-2019,26.9,88,8.7
Bihar,ER,25.78541445,87.4799727,22-07-2019,29.7,86,75.5
Jharkhand,ER,23.80039349,86.41998572,22-07-2019,30.3,74,22.6
Odisha,ER,19.82042971,85.90001746,22-07-2019,29.1,82,83.3
West Bengal,ER,22.58039044,88.32994665,22-07-2019,30.2,78,140.5
Sikkim,ER,27.3333303,88.6166475,22-07-2019,19.4,93,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,22-07-2019,25.5,94,2
Assam,NER,26.7499809,94.21666744,22-07-2019,27.3,91,21.7
Manipur,NER,24.79997072,93.95001705,22-07-2019,24.3,85,2.5
Meghalaya,NER,25.57049217,91.8800142,22-07-2019,21.1,87,6.1
Mizoram,NER,23.71039899,92.72001461,22-07-2019,21.6,89,1.8
Nagaland,NER,25.6669979,94.11657019,22-07-2019,20.8,90,2
Tripura,NER,23.83540428,91.27999914,22-07-2019,28.5,86,4
Punjab,NR,31.51997398,75.98000281,23-07-2019,30,79,117.9
Haryana,NR,28.45000633,77.01999101,23-07-2019,31.8,74,113.6
Rajasthan,NR,26.44999921,74.63998124,23-07-2019,31.3,64,211.1
Delhi,NR,28.6699929,77.23000403,23-07-2019,31.7,78,58.2
UP,NR,27.59998069,78.05000565,23-07-2019,32.2,73,279.9
Uttarakhand,NR,30.32040895,78.05000565,23-07-2019,27.9,80,33
HP,NR,31.10002545,77.16659704,23-07-2019,19.7,86,24.6
J&K,NR,33.45,76.24,23-07-2019,1.7,81,46.4
Chandigarh,NR,30.71999697,76.78000565,23-07-2019,30.1,77,2.7
Chhattisgarh,WR,22.09042035,82.15998734,23-07-2019,29.2,80,91.3
Gujarat,WR,22.2587,71.1924,23-07-2019,28.6,82,333.7
MP,WR,21.30039105,76.13001949,23-07-2019,31,67,200.9
Maharashtra,WR,19.25023195,73.16017493,23-07-2019,27.6,86,452
