States,Regions,latitude,longitude,Dates,temperature,humidity,Usage,DayOfWeek,IsWeekend,Day,Month,Quarter,Lag1,Lag7,Lag14,Rolling7,Rolling14,Rolling30,RollingStd7
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-02,23.1,56,164.6,2,0,2,1,1,176.15188866799204,176.15188866799204,176.15188866799204,102.940978438339,102.8635123158362,102.72730941685938,0.0
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-03,24.0,57,170.1,3,0,3,1,1,164.6,176.15188866799204,176.15188866799204,164.6,164.6,164.6,0.0
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-04,24.0,59,165.2,4,0,4,1,1,170.1,176.15188866799204,176.15188866799204,167.35,167.35,167.35,3.8890872965260113
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-05,23.5,64,167.4,5,1,5,1,1,165.2,176.15188866799204,176.15188866799204,166.63333333333333,166.63333333333333,166.63333333333333,3.0171730698343016
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-06,23.7,60,171.2,6,1,6,1,1,167.4,176.15188866799204,176.15188866799204,166.825,166.825,166.825,2.4931573021639344
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-07,24.1,57,166.4,0,0,7,1,1,171.2,176.15188866799204,176.15188866799204,167.7,167.7,167.7,2.9137604568666946
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-08,25.1,48,160.8,1,0,8,1,1,166.4,176.15188866799204,176.15188866799204,167.48333333333332,167.48333333333332,167.48333333333332,2.6596365666509145
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-09,25.5,41,163.0,2,0,9,1,1,160.8,164.6,176.15188866799204,166.52857142857144,166.52857142857144,166.52857142857144,3.5036715436402184
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-10,24.2,58,168.8,3,0,10,1,1,163.0,170.1,176.15188866799204,166.29999999999998,166.0875,166.0875,3.6972963094672204
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-11,24.8,63,167.7,4,0,11,1,1,168.8,165.2,176.15188866799204,166.11428571428573,166.38888888888889,166.38888888888889,3.502108208602619
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-12,24.9,60,168.1,5,1,12,1,1,167.7,167.4,176.15188866799204,166.47142857142856,166.52,166.52,3.5207547892056086
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-13,24.7,59,164.9,6,1,13,1,1,168.1,171.2,176.15188866799204,166.57142857142858,166.66363636363636,166.66363636363636,3.561233066282084
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-14,24.2,56,163.3,0,0,14,1,1,164.9,166.4,176.15188866799204,165.67142857142858,166.51666666666668,166.51666666666668,2.9380913791747316
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-15,24.6,52,160.7,1,0,15,1,1,163.3,160.8,176.15188866799204,165.22857142857143,166.26923076923077,166.26923076923077,3.0417726661242876
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-16,25.1,52,155.2,2,0,16,1,1,160.7,163.0,164.6,165.21428571428572,165.87142857142857,165.87142857142857,3.06617490881204
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-17,25.3,59,161.8,3,0,17,1,1,155.2,168.8,170.1,164.1,165.20000000000002,165.16,4.883646178829911
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-18,25.5,61,169.9,4,0,18,1,1,161.8,167.7,165.2,163.1,164.60714285714286,164.95,4.459073147340519
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-19,25.3,57,166.0,5,1,19,1,1,169.9,168.1,167.4,163.41428571428568,164.94285714285712,165.24117647058824,4.893679110658486
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-20,25.1,56,153.9,6,1,20,1,1,166.0,164.9,171.2,163.1142857142857,164.84285714285713,165.28333333333333,4.614985941267345
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-21,24.8,55,153.3,0,0,21,1,1,153.9,163.3,166.4,161.54285714285714,163.60714285714286,164.68421052631578,5.660052161967277
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-22,24.4,55,152.6,1,0,22,1,1,153.3,160.7,160.8,160.1142857142857,162.67142857142858,164.115,6.361191861967524
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-23,25.4,60,194.9,2,0,23,1,1,152.6,155.2,163.0,158.95714285714286,162.08571428571432,163.56666666666666,6.946667580659842
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-24,26.4,59,193.7,3,0,24,1,1,194.9,161.8,168.8,164.62857142857143,164.36428571428573,164.9909090909091,14.956349185291874
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-25,27.4,56,176.4,4,0,25,1,1,193.7,169.9,167.7,169.1857142857143,166.14285714285714,166.2391304347826,18.411629347727352
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-26,27.6,62,172.4,5,1,26,1,1,176.4,166.0,168.1,170.1142857142857,166.76428571428573,166.6625,18.61642899622343
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-27,25.7,70,181.0,6,1,27,1,1,172.4,153.9,164.9,171.02857142857144,167.07142857142858,166.892,18.537683627835335
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-28,22.9,84,189.4,0,0,28,1,1,181.0,153.3,163.3,174.90000000000003,168.2214285714286,167.4346153846154,17.141567411801446
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-29,24.0,67,189.8,1,0,29,1,1,189.4,152.6,160.7,180.05714285714285,170.08571428571426,168.24814814814815,14.835302170033161
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-30,23.7,53,160.4,2,0,30,1,1,189.8,194.9,155.2,185.3714285714286,172.16428571428574,169.01785714285714,8.79255637565366
Andhra Pradesh,SR,14.7504291,78.57002559,2019-01-31,23.9,62,162.7,3,0,31,1,1,160.4,193.7,161.8,180.44285714285712,172.53571428571428,168.7206896551724,11.737384311514667
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-02,25.1,59,164.2,5,1,2,2,1,162.7,176.4,169.9,176.01428571428573,172.6,168.52,11.749954407206394
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-03,25.4,64,163.7,6,1,3,2,1,164.2,172.4,166.0,174.27142857142857,172.19285714285715,168.50666666666666,12.56008416714294
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-04,26.0,64,165.8,0,0,4,2,1,163.7,181.0,153.9,173.0285714285714,172.02857142857144,168.29333333333335,13.190743507691854
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-05,26.4,60,165.2,1,0,5,2,1,165.8,189.4,153.3,170.85714285714286,172.87857142857143,168.31333333333336,12.907860285223794
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-06,27.4,52,163.2,2,0,6,2,1,165.2,189.8,152.6,167.4,173.72857142857143,168.23999999999998,10.034772875689178
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-07,28.3,48,152.8,3,0,7,2,1,163.2,160.4,194.9,163.6,174.48571428571427,167.97333333333333,1.77857620959405
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-08,29.3,56,156.7,4,0,8,2,1,152.8,162.7,193.7,162.5142857142857,171.47857142857143,167.52,4.418306074892185
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-09,28.2,65,149.8,5,1,9,2,1,156.7,164.2,176.4,161.65714285714284,168.83571428571426,167.38333333333333,4.9287784635605005
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-10,28.4,63,148.7,6,1,10,2,1,149.8,163.7,172.4,159.59999999999997,166.93571428571428,166.94333333333333,6.458327956987065
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-11,27.7,61,153.8,0,0,11,2,1,148.7,165.8,181.0,157.45714285714286,165.2428571428571,166.27333333333334,7.304304014952966
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-12,27.2,61,155.2,1,0,12,2,1,153.8,165.2,189.4,155.74285714285716,163.29999999999998,165.81,6.368112525926192
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-13,26.7,60,157.5,2,0,13,2,1,155.2,163.2,189.8,154.31428571428572,160.85714285714286,165.38,4.828536207254009
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-14,27.3,55,149.2,3,0,14,2,1,157.5,152.8,160.4,153.5,158.54999999999998,165.13333333333333,3.3276618417943857
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-15,28.6,52,148.1,4,0,15,2,1,149.2,156.7,162.7,152.9857142857143,157.75,164.66333333333333,3.7100892044212364
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-16,29.9,49,151.5,5,1,16,2,1,148.1,149.8,164.2,151.75714285714284,156.70714285714286,164.24333333333334,3.6990346230953675
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-17,30.0,50,150.5,6,1,17,2,1,151.5,148.7,163.7,152.0,155.79999999999998,164.12,3.603701800464047
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-18,30.1,56,159.5,0,0,18,2,1,150.5,153.8,165.8,152.25714285714284,154.85714285714286,163.74333333333334,3.3866685414319693
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-19,30.5,59,160.8,1,0,19,2,1,159.5,155.2,165.2,153.07142857142858,154.40714285714284,163.39666666666665,4.3637576642593325
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-20,29.6,55,159.1,2,0,20,2,1,160.8,157.5,163.2,153.87142857142857,154.09285714285716,163.22333333333333,5.243635598105134
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-21,28.8,53,197.0,3,0,21,2,1,159.1,149.2,152.8,154.09999999999997,153.79999999999998,163.39666666666665,5.458632307333746
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-22,29.0,42,201.0,4,0,22,2,1,197.0,148.1,156.7,160.92857142857142,156.95714285714286,164.85333333333332,16.67720143246607
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-23,29.8,25,197.1,5,1,23,2,1,201.0,151.5,149.8,168.4857142857143,160.12142857142857,166.46666666666667,21.25303339693958
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-24,30.8,25,183.2,6,1,24,2,1,197.1,150.5,148.7,175.0,163.49999999999997,166.54,22.14858911985141
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-25,30.9,30,196.3,0,0,25,2,1,183.2,159.5,153.8,179.67142857142858,165.96428571428572,166.19,19.397569803604643
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-26,31.3,39,197.3,1,0,26,2,1,196.3,160.8,155.2,184.92857142857142,168.99999999999997,166.85333333333335,17.95250347311988
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-27,30.9,49,194.2,2,0,27,2,1,197.3,159.1,157.5,190.14285714285714,172.00714285714284,167.68333333333334,14.800321746824439
Andhra Pradesh,SR,14.7504291,78.57002559,2019-02-28,31.0,53,182.9,3,0,28,2,1,194.2,197.0,149.2,195.15714285714287,174.6285714285714,168.12333333333333,5.64353823496611
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-02,29.8,55,187.8,5,1,2,3,1,182.9,201.0,148.1,193.14285714285714,177.03571428571428,167.90666666666667,7.1825847582555085
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-03,30.0,52,191.0,6,1,3,3,1,187.8,197.1,151.5,191.25714285714284,179.8714285714286,167.84,6.473756545432048
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-04,31.5,48,191.8,0,0,4,3,1,191.0,183.2,150.5,190.3857142857143,182.69285714285715,168.86,5.945146079345935
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-05,33.6,34,190.0,1,0,5,3,1,191.8,196.3,159.5,191.6142857142857,185.64285714285714,169.82999999999998,5.031046468820281
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-06,33.2,28,188.6,2,0,6,3,1,190.0,197.3,160.8,190.71428571428572,187.82142857142858,170.69,4.597980923343307
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-07,32.1,32,182.7,3,0,7,3,1,188.6,194.2,159.1,189.47142857142856,189.80714285714288,171.52,3.5854866177012297
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-08,31.9,53,175.5,4,0,8,3,1,182.7,182.9,197.0,187.82857142857142,191.49285714285716,172.08333333333334,3.6908509794329682
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-09,32.1,52,184.6,5,1,9,3,1,175.5,187.8,201.0,186.77142857142857,189.95714285714286,172.42666666666668,5.796756071492161
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-10,32.2,50,187.2,6,1,10,3,1,184.6,191.0,197.1,186.3142857142857,188.78571428571428,173.14,5.828215441976685
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-11,32.6,44,194.8,0,0,11,3,1,187.2,191.8,183.2,185.77142857142854,188.07857142857145,174.2866666666667,5.4859560958610025
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-12,32.3,38,190.4,1,0,12,3,1,194.8,190.0,196.3,186.20000000000002,188.90714285714284,175.55666666666667,6.116371473349234
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-13,32.2,34,182.7,2,0,13,3,1,190.4,188.6,197.3,186.25714285714284,188.4857142857143,176.91,6.159506782975737
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-14,32.4,28,167.9,3,0,14,3,1,182.7,182.7,194.2,185.41428571428574,187.44285714285712,178.04333333333335,6.189084092558619
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-15,32.6,22,148.6,4,0,15,3,1,167.9,175.5,182.9,183.29999999999998,185.56428571428572,178.51333333333332,9.10970178802065
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-16,30.9,28,150.9,5,1,16,3,1,148.6,184.6,187.8,179.45714285714286,183.1142857142857,178.29333333333335,16.009357382778465
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-17,29.7,49,155.8,6,1,17,3,1,150.9,187.2,191.0,174.64285714285714,180.47857142857143,178.07333333333332,18.993933868725634
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-18,29.9,47,142.2,0,0,18,3,1,155.8,194.8,191.8,170.15714285714287,177.96428571428572,178.29333333333335,19.24030986781455
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-19,31.1,49,151.3,1,0,19,3,1,142.2,190.4,190.0,162.64285714285714,174.42142857142855,178.09666666666666,18.258409673613986
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-20,32.1,44,151.8,2,0,20,3,1,151.3,182.7,188.6,157.05714285714288,171.65714285714284,178.09,13.784152391164763
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-21,32.4,38,157.9,3,0,21,3,1,151.8,167.9,182.7,152.64285714285714,169.0285714285714,178.13333333333333,7.891948881160638
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-22,32.2,44,169.5,4,0,22,3,1,157.9,148.6,175.5,151.21428571428572,167.25714285714284,178.07999999999998,5.070643802459787
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-23,32.9,45,169.5,5,1,23,3,1,169.5,150.9,184.6,154.20000000000002,166.82857142857142,178.36999999999998,8.360621986431127
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-24,32.9,46,169.9,6,1,24,3,1,169.5,155.8,187.2,156.85714285714286,165.75,178.71666666666667,9.942980294803617
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-25,32.9,42,168.6,0,0,25,3,1,169.9,142.2,194.8,158.8714285714286,164.5142857142857,177.81333333333336,11.058739271983514
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-26,32.9,37,167.7,1,0,26,3,1,168.6,151.3,190.4,162.64285714285714,162.64285714285714,176.73333333333332,8.669074757023026
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-27,33.1,31,170.0,2,0,27,3,1,167.7,151.8,182.7,164.9857142857143,161.02142857142857,175.75333333333336,7.18109289997646
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-28,32.8,40,151.7,3,0,28,3,1,170.0,157.9,167.9,167.58571428571426,160.11428571428573,175.31333333333336,4.346810543922922
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-29,33.7,40,197.7,4,0,29,3,1,151.7,169.5,148.6,166.70000000000002,158.95714285714286,173.82666666666668,6.663582619982346
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-30,34.2,37,197.6,5,1,30,3,1,197.7,169.5,150.9,170.72857142857143,162.46428571428572,173.84,13.576783404733456
Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-31,34.2,33,198.1,6,1,31,3,1,197.6,169.9,155.8,174.74285714285716,165.8,173.95333333333335,16.900380384561057
Andhra Pradesh,SR,14.7504291,78.57002559,2019-04-02,34.5,36,198.8,1,0,2,4,2,198.1,168.6,142.2,178.77142857142854,168.82142857142858,174.46,18.807065541591385
Andhra Pradesh,SR,14.7504291,78.57002559,2019-04-03,33.9,43,199.6,2,0,3,4,2,198.8,167.7,151.3,183.08571428571426,172.8642857142857,174.82666666666668,19.534706598891177
Andhra Pradesh,SR,14.7504291,78.57002559,2019-04-04,33.8,37,200.4,3,0,4,4,2,199.6,170.0,151.8,187.64285714285714,176.31428571428572,175.11333333333334,19.062428766455543
Andhra Pradesh,SR,14.7504291,78.57002559,2019-04-05,34.3,35,196.7,4,0,5,4,2,200.4,151.7,157.9,191.98571428571427,179.78571428571428,175.4,17.79376562839067
Andhra Pradesh,SR,14.7504291,78.57002559,2019-04-06,34.5,35,190.1,5,1,6,4,2,196.7,197.7,169.5,198.41428571428568,182.55714285714288,175.62333333333333,1.2720437249160168
Andhra Pradesh,SR,14.7504291,78.57002559,2019-04-07,34.9,31,194.2,6,1,7,4,2,190.1,197.6,169.5,197.32857142857145,184.02857142857144,175.67333333333332,3.4174621605879465
Andhra Pradesh,SR,14.7504291,78.57002559,2019-04-08,34.2,40,199.6,0,0,8,4,2,194.2,198.1,169.9,196.84285714285713,185.79285714285714,176.05666666666667,3.608719598813392
Andhra Pradesh,SR,14.7504291,78.57002559,2019-04-09,34.0,45,196.8,1,0,9,4,2,199.6,198.8,168.6,197.05714285714288,187.91428571428574,176.86,3.738028510172165
Andhra Pradesh,SR,14.7504291,78.57002559,2019-04-10,34.4,46,192.9,2,0,10,4,2,196.8,199.6,167.7,196.77142857142857,189.92857142857142,177.26666666666668,3.658193673438255
Andhra Pradesh,SR,14.7504291,78.57002559,2019-04-11,34.7,40,190.8,3,0,11,4,2,192.9,200.4,170.0,195.8142857142857,191.72857142857143,177.45666666666665,3.6712525434921757
Andhra Pradesh,SR,14.7504291,78.57002559,2019-04-12,35.1,39,189.7,4,0,12,4,2,190.8,196.7,151.7,194.44285714285715,193.21428571428572,177.32333333333335,3.459699959465567
Andhra Pradesh,SR,14.7504291,78.57002559,2019-04-13,35.0,35,176.2,5,1,13,4,2,189.7,190.1,197.7,193.44285714285712,195.92857142857142,177.3,3.7017370439915402
Andhra Pradesh,SR,14.7504291,78.57002559,2019-04-14,35.4,33,178.1,6,1,14,4,2,176.2,194.2,197.6,191.45714285714286,194.39285714285714,177.08333333333334,7.5361035782995245
Andhra Pradesh,SR,14.7504291,78.57002559,2019-04-15,35.0,30,179.0,0,0,15,4,2,178.1,199.6,198.1,189.15714285714287,193.0,177.42333333333335,8.893978701506903
Andhra Pradesh,SR,14.7504291,78.57002559,2019-04-16,34.7,34,178.2,1,0,16,4,2,179.0,196.8,198.8,186.21428571428572,191.6357142857143,178.43666666666667,8.247308363223471
Andhra Pradesh,SR,14.7504291,78.57002559,2019-04-17,34.7,39,185.0,2,0,17,4,2,178.2,192.9,199.6,183.55714285714285,190.16428571428574,179.3466666666667,7.197883286739491
Andhra Pradesh,SR,14.7504291,78.57002559,2019-04-18,34.3,45,184.6,3,0,18,4,2,185.0,190.8,200.4,182.42857142857142,189.12142857142857,180.32000000000002,6.010189760097471
Andhra Pradesh,SR,14.7504291,78.57002559,2019-04-19,33.6,48,174.3,4,0,19,4,2,184.6,189.7,196.7,181.54285714285714,187.99285714285716,181.73333333333332,4.930806946419255
Andhra Pradesh,SR,14.7504291,78.57002559,2019-04-20,34.1,44,195.0,5,1,20,4,2,174.3,176.2,190.1,179.34285714285713,186.39285714285714,182.5,4.039743037560985
Andhra Pradesh,SR,14.7504291,78.57002559,2019-04-21,34.6,41,197.6,6,1,21,4,2,195.0,178.1,194.2,182.02857142857144,186.74285714285716,183.94,6.864088744015025
Andhra Pradesh,SR,14.7504291,78.57002559,2019-04-22,33.3,47,201.2,0,0,22,4,2,197.6,179.0,199.6,184.8142857142857,186.9857142857143,185.26333333333335,8.712142593612029
Andhra Pradesh,SR,14.7504291,78.57002559,2019-04-23,33.8,45,199.0,1,0,23,4,2,201.2,178.2,196.8,187.98571428571427,187.09999999999997,186.32000000000002,10.162747097681315
Andhra Pradesh,SR,14.7504291,78.57002559,2019-04-24,34.1,43,200.7,2,0,24,4,2,199.0,185.0,192.9,190.95714285714286,187.25714285714284,187.30333333333334,9.861010283410435
Andhra Pradesh,SR,14.7504291,78.57002559,2019-04-25,34.8,36,200.8,3,0,25,4,2,200.7,184.6,190.8,193.20000000000002,187.81428571428572,188.32999999999998,10.063630888832822
Andhra Pradesh,SR,14.7504291,78.57002559,2019-04-26,35.5,35,194.0,4,0,26,4,2,200.8,174.3,189.7,195.5142857142857,188.5285714285714,189.40333333333334,9.608750971801674
Andhra Pradesh,SR,14.7504291,78.57002559,2019-04-27,35.7,39,166.1,5,1,27,4,2,194.0,195.0,176.2,198.32857142857142,188.83571428571426,190.28,2.909017179802593
Andhra Pradesh,SR,14.7504291,78.57002559,2019-04-28,35.8,37,167.7,6,1,28,4,2,166.1,197.6,178.1,194.20000000000002,188.11428571428573,190.15,12.642916330235574
Andhra Pradesh,SR,14.7504291,78.57002559,2019-04-29,35.8,38,164.5,0,0,29,4,2,167.7,201.2,179.0,189.92857142857142,187.37142857142857,190.68333333333334,15.92709581035988
Andhra Pradesh,SR,14.7504291,78.57002559,2019-04-30,35.4,43,168.2,1,0,30,4,2,164.5,199.0,178.2,184.68571428571428,186.33571428571426,189.57666666666668,17.555571629488327
Andhra Pradesh,SR,14.7504291,78.57002559,2019-05-02,35.9,29,172.6,3,0,2,5,2,168.2,200.7,185.0,180.28571428571428,185.62142857142857,188.59666666666666,17.226668140940475
Andhra Pradesh,SR,14.7504291,78.57002559,2019-05-03,35.3,29,170.1,4,0,3,5,2,172.6,200.8,184.6,176.27142857142854,184.73571428571427,187.74666666666664,14.776525785370222
Andhra Pradesh,SR,14.7504291,78.57002559,2019-05-04,35.0,29,163.0,5,1,4,5,2,170.1,194.0,174.3,171.8857142857143,183.70000000000002,186.79,10.09842043282464
Andhra Pradesh,SR,14.7504291,78.57002559,2019-05-05,35.5,25,158.1,6,1,5,5,2,163.0,166.1,195.0,167.45714285714286,182.89285714285714,185.57,3.278646642978952
Andhra Pradesh,SR,14.7504291,78.57002559,2019-05-06,36.4,25,153.1,0,0,6,5,2,158.1,167.7,197.6,166.31428571428572,180.25714285714284,184.16,4.848858481273871
Andhra Pradesh,SR,14.7504291,78.57002559,2019-05-07,36.6,30,153.9,1,0,7,5,2,153.1,164.5,201.2,164.22857142857143,177.07857142857142,182.70666666666665,6.871611719170397
Andhra Pradesh,SR,14.7504291,78.57002559,2019-05-08,36.0,33,147.7,2,0,8,5,2,153.9,168.2,199.0,162.71428571428572,173.70000000000002,181.5,7.893758836664595
Andhra Pradesh,SR,14.7504291,78.57002559,2019-05-09,36.0,33,149.7,3,0,9,5,2,147.7,172.6,200.7,159.78571428571428,170.03571428571428,179.95,9.212026301059907
Andhra Pradesh,SR,14.7504291,78.57002559,2019-05-10,37.0,25,154.2,4,0,10,5,2,149.7,170.1,200.8,156.5142857142857,166.39285714285714,178.28666666666666,7.871558204791377
Andhra Pradesh,SR,14.7504291,78.57002559,2019-05-11,37.5,31,160.0,5,1,11,5,2,154.2,163.0,194.0,154.24285714285716,163.06428571428572,176.86666666666667,5.106158746342133
Andhra Pradesh,SR,14.7504291,78.57002559,2019-05-12,35.1,46,165.3,6,1,12,5,2,160.0,158.1,166.1,153.81428571428572,160.6357142857143,175.76999999999998,4.312937348422478
Andhra Pradesh,SR,14.7504291,78.57002559,2019-05-13,34.8,46,168.2,0,0,13,5,2,165.3,153.1,167.7,154.84285714285716,160.57857142857145,174.92,6.024355330062001
Andhra Pradesh,SR,14.7504291,78.57002559,2019-05-14,35.9,36,175.2,1,0,14,5,2,168.2,153.9,164.5,157.0,160.6142857142857,174.20333333333332,7.751988992079598
Andhra Pradesh,SR,14.7504291,78.57002559,2019-05-15,36.4,37,174.1,2,0,15,5,2,175.2,147.7,168.2,160.04285714285714,161.3785714285714,174.17,10.143775947652893
Andhra Pradesh,SR,14.7504291,78.57002559,2019-05-16,36.1,39,158.7,3,0,16,5,2,174.1,149.7,172.6,163.8142857142857,161.79999999999998,174.03666666666666,9.687350613287094
Andhra Pradesh,SR,14.7504291,78.57002559,2019-05-17,36.2,39,154.9,4,0,17,5,2,158.7,154.2,170.1,165.1,160.80714285714288,173.35999999999999,7.941872155438268
Andhra Pradesh,SR,14.7504291,78.57002559,2019-05-18,36.6,39,151.0,5,1,18,5,2,154.9,160.0,163.0,165.2,159.72142857142856,172.58333333333334,7.784600182410931
Andhra Pradesh,SR,14.7504291,78.57002559,2019-05-19,37.8,32,177.6,6,1,19,5,2,151.0,165.3,158.1,163.91428571428568,158.8642857142857,171.45,9.36864070030549
Andhra Pradesh,SR,14.7504291,78.57002559,2019-05-20,37.7,32,178.2,0,0,20,5,2,177.6,168.2,153.1,165.67142857142858,160.25714285714284,171.21666666666667,10.726868801551861
Andhra Pradesh,SR,14.7504291,78.57002559,2019-05-21,36.8,33,186.1,1,0,21,5,2,178.2,175.2,153.9,167.09999999999997,162.04999999999998,171.34666666666666,11.737972567696376
Andhra Pradesh,SR,14.7504291,78.57002559,2019-05-22,36.7,35,189.3,2,0,22,5,2,186.1,174.1,147.7,168.65714285714284,164.34999999999997,171.05,13.57139849620702
Andhra Pradesh,SR,14.7504291,78.57002559,2019-05-23,36.3,37,193.3,3,0,23,5,2,189.3,158.7,149.7,170.82857142857142,167.32142857142858,170.77333333333334,15.644990069850088
Andhra Pradesh,SR,14.7504291,78.57002559,2019-05-24,36.3,40,193.3,4,0,24,5,2,193.3,154.9,154.2,175.77142857142854,170.43571428571428,170.51000000000002,16.610409816910263
Andhra Pradesh,SR,14.7504291,78.57002559,2019-05-25,36.6,37,189.0,5,1,25,5,2,193.3,151.0,160.0,181.2571428571429,173.22857142857143,170.32,14.812253614587249
Andhra Pradesh,SR,14.7504291,78.57002559,2019-05-26,37.2,35,176.7,6,1,26,5,2,189.0,177.6,165.3,186.6857142857143,175.29999999999998,169.92999999999998,6.51394109364107
Andhra Pradesh,SR,14.7504291,78.57002559,2019-05-27,37.1,36,181.4,0,0,27,5,2,176.7,178.2,168.2,186.55714285714285,176.1142857142857,169.12666666666667,6.728510767090618
Andhra Pradesh,SR,14.7504291,78.57002559,2019-05-28,37.7,36,175.4,1,0,28,5,2,181.4,186.1,175.2,187.0142857142857,177.05714285714288,168.70666666666665,6.149912891368943
Andhra Pradesh,SR,14.7504291,78.57002559,2019-05-29,37.1,34,162.1,2,0,29,5,2,175.4,189.3,174.1,185.4857142857143,177.07142857142858,169.01666666666668,7.57879246569612
Andhra Pradesh,SR,14.7504291,78.57002559,2019-05-30,36.9,35,159.7,3,0,30,5,2,162.1,193.3,158.7,181.6,176.21428571428572,168.82999999999998,11.337842240332282
Andhra Pradesh,SR,14.7504291,78.57002559,2019-05-31,36.7,38,160.4,4,0,31,5,2,159.7,193.3,154.9,176.8,176.28571428571428,168.67,12.601058156625655
