States,Regions,latitude,longitude,Dates,temperature,humidity,Usage,DayOfWeek,IsWeekend,Day,Month,Quarter,Lag1,Lag7,Lag14,Rolling7,Rolling14,Rolling30,RollingStd7
Rajasthan,NR,26.44999921,74.63998124,2020-01-25,15.8,36,247.6,5,1,25,1,1,252.4,205.8,237.1,233.42857142857142,215.85714285714286,225.35666666666665,17.327118849336735
Rajasthan,NR,26.44999921,74.63998124,2020-01-26,17.9,37,197.5,6,1,26,1,1,247.6,218.1,198.2,239.4,216.60714285714286,225.34000000000003,12.84043093773198
Rajasthan,NR,26.44999921,74.63998124,2020-01-27,18.9,48,211.3,0,0,27,1,1,197.5,225.8,173.4,236.45714285714286,216.55714285714285,223.61333333333334,19.281066459340867
Rajasthan,NR,26.44999921,74.63998124,2020-01-28,16.6,49,215.1,1,0,28,1,1,211.3,239.7,170.6,234.3857142857143,219.2642857142857,222.47333333333336,21.29095493172525
Rajasthan,NR,26.44999921,74.63998124,2020-01-29,14.5,46,215.6,2,0,29,1,1,215.1,242.6,193.0,230.87142857142857,222.44285714285712,222.22333333333333,22.275076826333027
Rajasthan,NR,26.44999921,74.63998124,2020-01-30,14.4,45,210.6,3,0,30,1,1,215.6,249.6,206.4,227.01428571428573,224.05714285714285,221.78333333333333,22.24330825000521
Rajasthan,NR,26.44999921,74.63998124,2020-01-31,14.2,41,216.6,4,0,31,1,1,210.6,252.4,209.3,221.44285714285712,224.35714285714286,221.14,20.45571290559618
Rajasthan,NR,26.44999921,74.63998124,2020-02-01,14.6,38,213.0,5,1,1,2,1,216.6,247.6,205.8,216.32857142857142,224.87857142857143,221.3,15.235016057940136
Rajasthan,NR,26.44999921,74.63998124,2020-02-02,14.3,48,182.5,6,1,2,2,1,213.0,197.5,218.1,211.3857142857143,225.39285714285714,221.66,6.516499206225495
Rajasthan,NR,26.44999921,74.63998124,2020-02-03,14.4,46,184.7,0,0,3,2,1,182.5,211.3,225.8,209.24285714285716,222.85,220.69666666666666,12.00150784177407
Rajasthan,NR,26.44999921,74.63998124,2020-02-04,15.9,47,193.7,1,0,4,2,1,184.7,215.1,239.7,205.44285714285712,219.91428571428568,219.76333333333332,15.062409849561318
Rajasthan,NR,26.44999921,74.63998124,2020-02-05,16.1,52,197.7,2,0,5,2,1,193.7,215.6,242.6,202.3857142857143,216.62857142857143,218.4633333333333,14.946953822481616
Rajasthan,NR,26.44999921,74.63998124,2020-02-13,20.5,38,201.4,3,0,13,2,1,197.7,210.6,249.6,199.82857142857142,213.42142857142858,216.83666666666664,13.796341820171575
Rajasthan,NR,26.44999921,74.63998124,2020-02-14,19.5,38,202.7,4,0,14,2,1,201.4,216.6,252.4,198.5142857142857,209.97857142857146,215.1,13.01530234908363
Rajasthan,NR,26.44999921,74.63998124,2020-02-15,19.4,23,202.3,5,1,15,2,1,202.7,213.0,247.6,196.5285714285714,206.42857142857142,213.42333333333332,10.639660753630553
Rajasthan,NR,26.44999921,74.63998124,2020-02-16,20.9,18,239.9,6,1,16,2,1,202.3,182.5,197.5,195.0,203.19285714285715,211.92000000000002,8.414867794562447
Rajasthan,NR,26.44999921,74.63998124,2020-02-17,21.5,22,242.1,0,0,17,2,1,239.9,184.7,211.3,203.2,206.2214285714286,211.80666666666667,17.387447579599
Rajasthan,NR,26.44999921,74.63998124,2020-02-18,21.3,18,243.4,1,0,18,2,1,242.1,193.7,215.1,211.40000000000003,208.42142857142858,211.97333333333333,20.470385112807286
Rajasthan,NR,26.44999921,74.63998124,2020-02-19,22.1,20,238.3,2,0,19,2,1,243.4,197.7,215.6,218.5,210.44285714285715,213.48,21.878680642731794
Rajasthan,NR,26.44999921,74.63998124,2020-02-20,22.8,33,244.0,3,0,20,2,1,238.3,201.4,210.6,224.29999999999998,212.06428571428572,215.64333333333335,20.80056088987308
Rajasthan,NR,26.44999921,74.63998124,2020-02-21,18.3,47,234.2,4,0,21,2,1,244.0,202.7,216.6,230.38571428571427,214.45,218.09,19.150320151494867
Rajasthan,NR,26.44999921,74.63998124,2020-02-22,17.9,64,233.9,5,1,22,2,1,234.2,202.3,213.0,234.8857142857143,215.70714285714286,219.4633333333333,14.757532378577165
Rajasthan,NR,26.44999921,74.63998124,2020-02-23,19.2,61,223.1,6,1,23,2,1,233.9,239.9,182.5,239.40000000000003,217.2,220.38000000000002,4.147288270664907
Rajasthan,NR,26.44999921,74.63998124,2020-02-24,19.7,53,230.6,0,0,24,2,1,223.1,242.1,184.7,237.0,220.1,220.84,7.397296803562306
Rajasthan,NR,26.44999921,74.63998124,2020-02-25,20.9,40,239.3,1,0,25,2,1,230.6,243.4,193.7,235.35714285714286,223.37857142857143,221.66666666666666,7.3527448713286105
Rajasthan,NR,26.44999921,74.63998124,2020-02-26,22.4,32,242.0,2,0,26,2,1,239.3,238.3,197.7,234.77142857142857,226.63571428571427,222.37333333333333,6.743321210825762
Rajasthan,NR,26.44999921,74.63998124,2020-02-27,23.4,35,241.7,3,0,27,2,1,242.0,244.0,201.4,235.3,229.79999999999998,222.91333333333336,7.195832127001854
Rajasthan,NR,26.44999921,74.63998124,2020-02-28,24.0,35,227.1,4,0,28,2,1,241.7,234.2,202.7,234.9714285714286,232.67857142857142,222.98,6.772423073443215
Rajasthan,NR,26.44999921,74.63998124,2020-02-29,23.4,40,205.0,5,1,29,2,1,227.1,233.9,202.3,233.95714285714286,234.42142857142858,222.4633333333333,7.408971395736943
Rajasthan,NR,26.44999921,74.63998124,2020-03-01,21.8,52,240.7,6,1,1,3,1,205.0,223.1,239.9,229.82857142857142,234.6142857142857,220.97666666666663,13.219646274353785
Rajasthan,NR,26.44999921,74.63998124,2020-03-02,22.8,49,242.6,0,0,2,3,1,240.7,230.6,242.1,232.34285714285716,234.67142857142855,220.58666666666667,13.399111555479358
Rajasthan,NR,26.44999921,74.63998124,2020-03-03,22.4,51,239.0,1,0,3,3,1,242.6,239.3,243.4,234.05714285714288,234.70714285714283,220.42,13.897344727543517
Rajasthan,NR,26.44999921,74.63998124,2020-03-04,22.8,44,231.5,2,0,4,3,1,239.0,242.0,238.3,234.0142857142857,234.39285714285714,221.8033333333333,13.878932304206725
Rajasthan,NR,26.44999921,74.63998124,2020-03-05,21.0,52,243.4,3,0,5,3,1,231.5,241.7,244.0,232.5142857142857,233.90714285714284,222.47666666666663,13.432228478728018
Rajasthan,NR,26.44999921,74.63998124,2020-03-13,18.1,32,237.6,4,0,13,3,1,243.4,227.1,234.2,232.7571428571429,233.8642857142857,223.42000000000002,13.639752825577427
Rajasthan,NR,26.44999921,74.63998124,2020-03-14,17.8,41,240.4,5,1,14,3,1,237.6,205.0,233.9,234.25714285714284,234.10714285714286,224.1533333333333,13.49047282873541
Rajasthan,NR,26.44999921,74.63998124,2020-03-15,18.4,42,220.9,6,1,15,3,1,240.4,240.7,223.1,239.31428571428572,234.57142857142858,225.14666666666668,3.9725846210525226
Rajasthan,NR,26.44999921,74.63998124,2020-03-16,19.5,44,218.1,0,0,16,3,1,220.9,242.6,230.6,236.48571428571427,234.41428571428568,225.29,7.91463382421582
Rajasthan,NR,26.44999921,74.63998124,2020-03-17,22.0,39,201.3,1,0,17,3,1,218.1,239.0,239.3,232.9857142857143,233.52142857142854,225.46,9.922605264651297
Rajasthan,NR,26.44999921,74.63998124,2020-03-18,23.5,37,218.1,2,0,18,3,1,201.3,231.5,242.0,227.6,230.80714285714288,226.08666666666664,15.030635382444308
Rajasthan,NR,26.44999921,74.63998124,2020-03-19,25.0,31,225.8,3,0,19,3,1,218.1,243.4,241.7,225.68571428571428,229.1,227.2,15.302007337974125
Rajasthan,NR,26.44999921,74.63998124,2020-03-20,25.7,26,239.7,4,0,20,3,1,225.8,237.6,227.1,223.17142857142855,227.96428571428572,228.27,13.20905173050023
Rajasthan,NR,26.44999921,74.63998124,2020-03-21,25.1,32,242.6,5,1,21,3,1,239.7,240.4,205.0,223.47142857142856,228.8642857142857,229.67000000000002,13.609153082357155
Rajasthan,NR,26.44999921,74.63998124,2020-03-22,26.0,33,146.2,6,1,22,3,1,242.6,220.9,240.7,223.78571428571428,231.54999999999998,231.04333333333335,14.082427415213106
Rajasthan,NR,26.44999921,74.63998124,2020-03-23,25.9,40,149.5,0,0,23,3,1,146.2,218.1,242.6,213.1142857142857,224.8,229.16,32.66993666820825
Rajasthan,NR,26.44999921,74.63998124,2020-03-24,26.0,39,148.6,1,0,24,3,1,149.5,201.3,239.0,203.3142857142857,218.15000000000003,227.4,40.318706517422704
Rajasthan,NR,26.44999921,74.63998124,2020-03-25,25.1,43,150.1,2,0,25,3,1,148.6,218.1,231.5,195.78571428571428,211.69285714285715,224.35666666666665,45.36229816971422
Rajasthan,NR,26.44999921,74.63998124,2020-03-26,21.4,72,150.6,3,0,26,3,1,150.1,225.8,243.4,186.07142857142858,205.8785714285714,221.29,47.037421779036784
Rajasthan,NR,26.44999921,74.63998124,2020-03-27,20.0,77,155.5,4,0,27,3,1,150.6,239.7,237.6,175.3285714285714,199.25,218.1966666666667,44.99465576731303
Rajasthan,NR,26.44999921,74.63998124,2020-03-28,21.6,56,158.3,5,1,28,3,1,155.5,242.6,240.4,163.29999999999998,193.38571428571427,215.43666666666667,35.08038388235329
Rajasthan,NR,26.44999921,74.63998124,2020-03-29,23.2,42,212.7,6,1,29,3,1,158.3,146.2,220.9,151.25714285714284,187.52142857142857,212.57999999999998,4.185234817321544
Rajasthan,NR,26.44999921,74.63998124,2020-03-30,24.4,39,215.9,0,0,30,3,1,212.7,149.5,218.1,160.75714285714284,186.93571428571428,211.86333333333334,23.17684599931853
Rajasthan,NR,26.44999921,74.63998124,2020-03-31,25.3,35,218.6,1,0,31,3,1,215.9,148.6,201.3,170.24285714285716,186.77857142857144,211.26333333333332,30.29619652381249
Rajasthan,NR,26.44999921,74.63998124,2020-04-01,25.5,32,207.9,2,0,1,4,2,218.6,150.1,218.1,180.24285714285716,188.0142857142857,211.11333333333334,33.35954921472224
Rajasthan,NR,26.44999921,74.63998124,2020-04-02,24.9,35,210.7,3,0,2,4,2,207.9,150.6,225.8,188.5,187.28571428571428,210.35666666666665,31.770583878801443
Rajasthan,NR,26.44999921,74.63998124,2020-04-03,24.9,24,215.6,4,0,3,4,2,210.7,155.5,239.7,197.08571428571426,186.20714285714283,209.4033333333333,27.6786577571612
Rajasthan,NR,26.44999921,74.63998124,2020-04-04,26.4,20,211.3,5,1,4,4,2,215.6,158.3,242.6,205.67142857142858,184.4857142857143,208.52333333333334,21.189833591112013
Rajasthan,NR,26.44999921,74.63998124,2020-04-05,27.5,24,225.1,6,1,5,4,2,211.3,212.7,146.2,213.24285714285716,182.25,207.51000000000002,3.6605360003012413
Rajasthan,NR,26.44999921,74.63998124,2020-04-13,31.9,22,225.9,0,0,13,4,2,225.1,215.9,149.5,215.0142857142857,187.88571428571427,207.44333333333333,5.755121942357747
Rajasthan,NR,26.44999921,74.63998124,2020-04-14,31.4,20,226.0,1,0,14,4,2,225.9,218.6,148.6,216.44285714285712,193.34285714285713,208.14000000000001,7.0964444484195095
Rajasthan,NR,26.44999921,74.63998124,2020-04-15,31.9,22,233.0,2,0,15,4,2,226.0,207.9,150.1,217.5,198.87142857142857,207.65,7.9688978744437735
Rajasthan,NR,26.44999921,74.63998124,2020-04-16,31.5,24,228.5,3,0,16,4,2,233.0,210.7,150.6,221.08571428571426,204.79285714285714,207.33,8.554809285118294
Rajasthan,NR,26.44999921,74.63998124,2020-04-17,30.8,26,227.1,4,0,17,4,2,228.5,215.6,155.5,223.62857142857143,210.35714285714286,206.98000000000002,7.53828324525556
Rajasthan,NR,26.44999921,74.63998124,2020-04-18,30.2,24,217.2,5,1,18,4,2,227.1,211.3,158.3,225.27142857142854,215.47142857142856,206.83333333333334,6.703907886626183
Rajasthan,NR,26.44999921,74.63998124,2020-04-19,29.2,30,229.6,6,1,19,4,2,217.2,225.1,212.7,226.1142857142857,219.67857142857142,205.95999999999998,4.736886660886433
Rajasthan,NR,26.44999921,74.63998124,2020-04-20,25.4,46,239.7,0,0,20,4,2,229.6,225.9,215.9,226.7571428571429,220.8857142857143,205.69333333333333,4.879500364741555
Rajasthan,NR,26.44999921,74.63998124,2020-04-21,27.5,38,234.3,1,0,21,4,2,239.7,226.0,218.6,228.72857142857143,222.58571428571426,205.67,6.860931493053394
Rajasthan,NR,26.44999921,74.63998124,2020-04-22,29.6,27,226.4,2,0,22,4,2,234.3,233.0,207.9,229.91428571428574,223.70714285714286,206.11666666666667,7.026006113344473
Rajasthan,NR,26.44999921,74.63998124,2020-04-23,29.0,35,234.3,3,0,23,4,2,226.4,228.5,210.7,228.97142857142856,225.02857142857144,206.39333333333332,6.985631511827605
Rajasthan,NR,26.44999921,74.63998124,2020-04-24,29.7,35,229.4,4,0,24,4,2,234.3,227.1,215.6,229.79999999999998,226.71428571428572,207.49333333333334,7.259017380701416
Rajasthan,NR,26.44999921,74.63998124,2020-04-25,28.5,41,227.8,5,1,25,4,2,229.4,217.2,211.3,230.12857142857143,227.7,207.87,7.167917941706629
Rajasthan,NR,26.44999921,74.63998124,2020-04-26,28.0,45,261.8,6,1,26,4,2,227.8,229.6,225.1,231.64285714285714,228.87857142857143,207.93666666666664,4.663638473286411
Rajasthan,NR,26.44999921,74.63998124,2020-04-27,28.9,41,268.1,0,0,27,4,2,261.8,239.7,225.9,236.2428571428572,231.5,208.67333333333332,12.163176276896372
Rajasthan,NR,26.44999921,74.63998124,2020-04-28,30.2,34,271.3,1,0,28,4,2,268.1,234.3,226.0,240.3,234.51428571428573,209.52333333333334,17.201550317728184
Rajasthan,NR,26.44999921,74.63998124,2020-04-29,30.9,33,270.4,2,0,29,4,2,271.3,226.4,233.0,245.58571428571432,237.75,213.69333333333333,20.431954431839547
Rajasthan,NR,26.44999921,74.63998124,2020-04-30,32.1,26,275.2,3,0,30,4,2,270.4,234.3,228.5,251.8714285714286,240.42142857142858,217.72333333333333,20.313682932588208
Rajasthan,NR,26.44999921,74.63998124,2020-05-01,32.6,22,271.0,4,0,1,5,2,275.2,229.4,227.1,257.7142857142857,243.7571428571429,221.94333333333333,20.29929625803429
Rajasthan,NR,26.44999921,74.63998124,2020-05-02,32.9,24,264.9,5,1,2,5,2,271.0,227.8,217.2,263.65714285714284,246.89285714285714,225.97333333333333,16.32971291264931
Rajasthan,NR,26.44999921,74.63998124,2020-05-03,31.9,38,187.7,6,1,3,5,2,264.9,261.8,229.6,268.95714285714286,250.29999999999998,229.78333333333333,4.456028554241712
Rajasthan,NR,26.44999921,74.63998124,2020-05-04,29.5,46,171.6,0,0,4,5,2,187.7,268.1,239.7,258.37142857142857,247.30714285714288,230.85666666666665,31.321542867794125
Rajasthan,NR,26.44999921,74.63998124,2020-05-05,30.4,34,185.3,1,0,5,5,2,171.6,271.3,234.3,244.58571428571426,242.44285714285715,231.3,44.70374438349395
Rajasthan,NR,26.44999921,74.63998124,2020-05-13,31.2,37,178.8,2,0,13,5,2,185.3,270.4,226.4,232.29999999999998,238.94285714285712,230.38666666666666,47.84544562094348
Rajasthan,NR,26.44999921,74.63998124,2020-05-14,32.8,28,192.5,3,0,14,5,2,178.8,275.2,234.3,219.21428571428572,235.54285714285714,229.15,48.213256426402864
Rajasthan,NR,26.44999921,74.63998124,2020-05-15,32.3,27,208.7,4,0,15,5,2,192.5,271.0,229.4,207.40000000000003,232.55714285714288,228.28,41.93113401757664
Rajasthan,NR,26.44999921,74.63998124,2020-05-16,32.3,27,214.8,5,1,16,5,2,208.7,264.9,227.8,198.5,231.07857142857142,228.30666666666667,31.49492022533103
Rajasthan,NR,26.44999921,74.63998124,2020-05-17,32.8,20,245.1,6,1,17,5,2,214.8,187.7,261.8,191.34285714285716,230.15,228.44333333333333,15.544222629093346
Rajasthan,NR,26.44999921,74.63998124,2020-05-18,32.3,15,249.0,0,0,18,5,2,245.1,171.6,268.1,199.54285714285714,228.95714285714286,229.42666666666668,25.349612563958917
Rajasthan,NR,26.44999921,74.63998124,2020-05-19,32.7,16,250.3,1,0,19,5,2,249.0,185.3,271.3,210.6,227.59285714285713,230.68333333333334,27.88368698719693
Rajasthan,NR,26.44999921,74.63998124,2020-05-20,32.6,15,251.7,2,0,20,5,2,250.3,178.8,270.4,219.8857142857143,226.09285714285716,231.52333333333334,28.86008942995058
Rajasthan,NR,26.44999921,74.63998124,2020-05-21,33.5,17,249.7,3,0,21,5,2,251.7,192.5,275.2,230.29999999999998,224.75714285714284,232.38333333333333,24.36643866742379
Rajasthan,NR,26.44999921,74.63998124,2020-05-22,34.3,20,247.4,4,0,22,5,2,249.7,208.7,271.0,238.47142857142856,222.93571428571428,233.17333333333332,18.45017744139732
Rajasthan,NR,26.44999921,74.63998124,2020-05-23,34.7,25,243.3,5,1,23,5,2,247.4,214.8,264.9,244.0,221.25,233.6533333333333,13.050415063642118
Rajasthan,NR,26.44999921,74.63998124,2020-06-01,28.8,54,210.4,0,0,1,6,2,243.3,245.1,187.7,248.07142857142858,219.70714285714286,234.14666666666665,2.9914958831753897
Rajasthan,NR,26.44999921,74.63998124,2020-06-02,30.2,45,217.5,1,0,2,6,2,210.4,249.0,171.6,243.1142857142857,221.32857142857142,233.59,14.674175567009936
Rajasthan,NR,26.44999921,74.63998124,2020-06-03,30.0,45,220.4,2,0,3,6,2,217.5,250.3,185.3,238.6142857142857,224.60714285714286,233.6,17.18375478675796
Rajasthan,NR,26.44999921,74.63998124,2020-06-04,28.6,52,222.7,3,0,4,6,2,220.4,251.7,178.8,234.34285714285716,227.11428571428573,233.29333333333335,17.50798457303176
Rajasthan,NR,26.44999921,74.63998124,2020-06-05,29.5,48,225.4,4,0,5,6,2,222.7,249.7,192.5,230.20000000000002,230.25,232.72666666666666,16.0899554588152
Rajasthan,NR,26.44999921,74.63998124,2020-07-01,33.1,52,223.2,2,0,1,7,3,225.4,247.4,208.7,226.72857142857143,232.6,232.42999999999998,13.612214402967952
Rajasthan,NR,26.44999921,74.63998124,2020-07-02,33.2,52,219.8,3,0,2,7,3,223.2,243.3,214.8,223.27142857142857,233.6357142857143,232.32333333333335,10.109684183281802
Rajasthan,NR,26.44999921,74.63998124,2020-07-03,34.2,48,203.2,4,0,3,7,3,219.8,210.4,245.1,219.91428571428568,233.99285714285716,231.84,4.920172277276077
Rajasthan,NR,26.44999921,74.63998124,2020-07-04,32.3,54,212.6,5,1,4,7,3,203.2,217.5,249.0,218.8857142857143,231.0,230.96666666666667,7.378895258646467
Rajasthan,NR,26.44999921,74.63998124,2020-07-05,31.4,60,225.5,6,1,5,7,3,212.6,220.4,250.3,218.18571428571428,228.4,230.46,7.755090494082455
Rajasthan,NR,26.44999921,74.63998124,2020-08-01,27.9,80,225.7,5,1,1,8,3,225.5,222.7,251.7,218.91428571428568,226.6285714285714,229.25,8.223224949580832
Rajasthan,NR,26.44999921,74.63998124,2020-08-02,29.1,76,228.7,6,1,2,8,3,225.7,225.4,249.7,219.34285714285713,224.77142857142857,227.83666666666664,8.526010622960635
Rajasthan,NR,26.44999921,74.63998124,2020-08-03,29.7,70,224.7,0,0,3,8,3,228.7,223.2,247.4,219.81428571428572,223.27142857142854,226.41666666666666,8.995078019195242
Rajasthan,NR,26.44999921,74.63998124,2020-08-04,30.1,68,219.8,1,0,4,8,3,224.7,219.8,243.3,220.02857142857144,221.65000000000003,224.89333333333335,9.106355708278436
Rajasthan,NR,26.44999921,74.63998124,2020-08-05,29.6,74,236.5,2,0,5,8,3,219.8,203.2,210.4,220.02857142857144,219.97142857142856,223.04666666666668,9.106355708278436
Rajasthan,NR,26.44999921,74.63998124,2020-09-01,25.0,86,244.7,1,0,1,9,3,236.5,212.6,217.5,224.78571428571428,221.83571428571426,221.89666666666668,7.385216893999352
Rajasthan,NR,26.44999921,74.63998124,2020-09-02,25.8,87,225.9,2,0,2,9,3,244.7,225.5,220.4,229.3714285714286,223.77857142857144,221.22333333333333,8.44723116090135
Rajasthan,NR,26.44999921,74.63998124,2020-09-03,25.2,91,215.6,3,0,3,9,3,225.9,225.7,222.7,229.42857142857142,224.17142857142855,222.49666666666664,8.417979624136034
Rajasthan,NR,26.44999921,74.63998124,2020-09-04,24.9,91,153.3,4,0,4,9,3,215.6,228.7,225.4,227.9857142857143,223.66428571428574,223.96333333333334,9.898893637072911
Rajasthan,NR,26.44999921,74.63998124,2020-09-05,26.1,86,193.9,5,1,5,9,3,153.3,224.7,223.2,217.21428571428572,218.5142857142857,222.89666666666668,29.869741019490053
Rajasthan,NR,26.44999921,74.63998124,2020-10-01,27.8,54,201.1,3,0,1,10,4,193.9,219.8,219.8,212.8142857142857,216.42142857142858,223.4,30.83614916357212
Rajasthan,NR,26.44999921,74.63998124,2020-10-02,27.7,49,247.9,4,0,2,10,4,201.1,236.5,203.2,210.14285714285714,215.08571428571426,223.68666666666667,30.93993412742658
Rajasthan,NR,26.44999921,74.63998124,2020-10-03,27.7,48,237.5,5,1,3,10,4,247.9,244.7,212.6,211.77142857142857,218.27857142857144,224.99333333333334,32.80247522600016
Rajasthan,NR,26.44999921,74.63998124,2020-10-04,27.9,46,242.7,6,1,4,10,4,237.5,225.9,225.5,210.7428571428571,220.05714285714288,225.75,31.691947302264282
Rajasthan,NR,26.44999921,74.63998124,2020-10-05,27.4,44,237.3,0,0,5,10,4,242.7,215.6,225.7,213.14285714285714,221.28571428571428,225.67,33.60921783989474
Rajasthan,NR,26.44999921,74.63998124,2020-11-01,21.9,29,220.9,6,1,1,11,4,237.3,153.3,228.7,216.2428571428571,222.1142857142857,225.28,34.851439814487364
Rajasthan,NR,26.44999921,74.63998124,2020-11-02,22.8,24,218.1,0,0,2,11,4,220.9,193.9,224.7,225.9,221.55714285714288,224.3,21.192766061402196
Rajasthan,NR,26.44999921,74.63998124,2020-11-03,21.5,28,201.3,1,0,3,11,4,218.1,201.1,219.8,229.35714285714286,221.08571428571426,223.17999999999998,16.572955594668315
Rajasthan,NR,26.44999921,74.63998124,2020-11-04,21.4,34,213.8,2,0,4,11,4,201.3,247.9,236.5,229.3857142857143,219.76428571428573,221.56666666666666,16.516196956465265
Rajasthan,NR,26.44999921,74.63998124,2020-11-05,22.3,35,216.6,3,0,5,11,4,213.8,237.5,244.7,224.51428571428573,218.14285714285714,220.4466666666667,15.114720040568004
Rajasthan,NR,26.44999921,74.63998124,2020-12-01,20.2,39,220.4,1,0,1,12,4,216.6,242.7,225.9,221.5285714285714,216.13571428571427,219.55666666666667,14.155883851566147
Rajasthan,NR,26.44999921,74.63998124,2020-12-02,20.4,46,218.4,2,0,2,12,4,220.4,237.3,215.6,218.34285714285716,215.74285714285716,219.89000000000001,10.67970928799897
Rajasthan,NR,26.44999921,74.63998124,2020-12-03,23.1,26,205.6,3,0,3,12,4,218.4,220.9,153.3,215.64285714285714,215.94285714285712,219.92000000000002,6.756936471224895
Rajasthan,NR,26.44999921,74.63998124,2020-12-04,21.9,32,207.0,4,0,4,12,4,205.6,218.1,193.9,213.45714285714286,219.67857142857142,219.42666666666668,7.230919061652345
Rajasthan,NR,26.44999921,74.63998124,2020-12-05,21.4,46,201.4,5,1,5,12,4,207.0,201.3,201.1,211.87142857142857,220.6142857142857,218.90333333333334,7.260099697595276
Sikkim,ER,27.3333303,88.6166475,2019-01-02,6.4,49,2.0,2,0,2,1,1,1.2894632206759444,1.2894632206759444,1.2894632206759444,102.940978438339,102.8635123158362,102.72730941685938,0.0
Sikkim,ER,27.3333303,88.6166475,2019-01-03,5.0,66,1.9,3,0,3,1,1,2.0,1.2894632206759444,1.2894632206759444,2.0,2.0,2.0,0.0
Sikkim,ER,27.3333303,88.6166475,2019-01-04,4.7,71,1.7,4,0,4,1,1,1.9,1.2894632206759444,1.2894632206759444,1.95,1.95,1.95,0.07071067811865482
Sikkim,ER,27.3333303,88.6166475,2019-01-05,6.9,60,2.0,5,1,5,1,1,1.7,1.2894632206759444,1.2894632206759444,1.8666666666666665,1.8666666666666665,1.8666666666666665,0.15275252316519472
Sikkim,ER,27.3333303,88.6166475,2019-01-06,7.0,59,2.0,6,1,6,1,1,2.0,1.2894632206759444,1.2894632206759444,1.9,1.9,1.9,0.14142135623730956
Sikkim,ER,27.3333303,88.6166475,2019-01-07,7.4,54,1.5,0,0,7,1,1,2.0,1.2894632206759444,1.2894632206759444,1.92,1.92,1.92,0.13038404810405302
Sikkim,ER,27.3333303,88.6166475,2019-01-08,7.1,55,1.6,1,0,8,1,1,1.5,1.2894632206759444,1.2894632206759444,1.8499999999999999,1.8499999999999999,1.8499999999999999,0.2073644135332772
Sikkim,ER,27.3333303,88.6166475,2019-01-09,5.6,67,1.1,2,0,9,1,1,1.6,2.0,1.2894632206759444,1.8142857142857143,1.8142857142857143,1.8142857142857143,0.2115700942049815
Sikkim,ER,27.3333303,88.6166475,2019-01-10,5.8,70,1.1,3,0,10,1,1,1.1,1.9,1.2894632206759444,1.6857142857142857,1.725,1.725,0.32366943748507476
Sikkim,ER,27.3333303,88.6166475,2019-01-11,7.0,71,0.8,4,0,11,1,1,1.1,1.7,1.2894632206759444,1.5714285714285714,1.6555555555555557,1.6555555555555557,0.37289089429432165
Sikkim,ER,27.3333303,88.6166475,2019-01-12,8.5,62,1.0,5,1,12,1,1,0.8,2.0,1.2894632206759444,1.4428571428571428,1.5699999999999998,1.5699999999999998,0.464962876142253
Sikkim,ER,27.3333303,88.6166475,2019-01-13,9.4,59,1.0,6,1,13,1,1,1.0,2.0,1.2894632206759444,1.3,1.518181818181818,1.518181818181818,0.4163331998932265
Sikkim,ER,27.3333303,88.6166475,2019-01-14,8.0,65,0.9,0,0,14,1,1,1.0,1.5,1.2894632206759444,1.157142857142857,1.4749999999999999,1.4749999999999999,0.2878491668515697
Sikkim,ER,27.3333303,88.6166475,2019-01-15,6.9,62,0.7,1,0,15,1,1,0.9,1.6,1.2894632206759444,1.0714285714285714,1.4307692307692308,1.4307692307692308,0.25634797778466223
Sikkim,ER,27.3333303,88.6166475,2019-01-16,8.5,52,0.7,2,0,16,1,1,0.7,1.1,2.0,0.942857142857143,1.3785714285714286,1.3785714285714286,0.15118578920369086
Sikkim,ER,27.3333303,88.6166475,2019-01-17,8.9,62,0.8,3,0,17,1,1,0.7,1.1,1.9,0.8857142857142858,1.2857142857142858,1.3333333333333333,0.15735915849388862
Sikkim,ER,27.3333303,88.6166475,2019-01-18,7.8,55,0.8,4,0,18,1,1,0.8,0.8,1.7,0.8428571428571427,1.2071428571428573,1.3,0.12724180205607036
Sikkim,ER,27.3333303,88.6166475,2019-01-19,7.9,64,0.9,5,1,19,1,1,0.8,1.0,2.0,0.8428571428571427,1.1428571428571428,1.2705882352941178,0.12724180205607036
Sikkim,ER,27.3333303,88.6166475,2019-01-20,9.0,67,0.9,6,1,20,1,1,0.9,1.0,2.0,0.8285714285714285,1.0642857142857143,1.25,0.11126972805283739
Sikkim,ER,27.3333303,88.6166475,2019-01-21,9.7,70,0.8,0,0,21,1,1,0.9,0.9,1.5,0.8142857142857143,0.9857142857142858,1.2315789473684209,0.08997354108424378
Sikkim,ER,27.3333303,88.6166475,2019-01-22,10.1,63,0.6,1,0,22,1,1,0.8,0.7,1.6,0.8,0.9357142857142857,1.21,0.08164965809277266
Sikkim,ER,27.3333303,88.6166475,2019-01-23,8.5,77,1.1,2,0,23,1,1,0.6,0.7,1.1,0.7857142857142857,0.8642857142857144,1.180952380952381,0.10690449676496983
Sikkim,ER,27.3333303,88.6166475,2019-01-24,9.4,69,1.2,3,0,24,1,1,1.1,0.8,1.1,0.8428571428571429,0.8642857142857142,1.1772727272727272,0.1511857892036909
Sikkim,ER,27.3333303,88.6166475,2019-01-25,8.7,66,0.9,4,0,25,1,1,1.2,0.8,0.8,0.9000000000000001,0.8714285714285713,1.1782608695652175,0.2
